label	term	score	rank
PMID_21683322_25_de-prompt.txt	MONDO:0007318	1.0	1
PMID_21683322_25_de-prompt.txt	MONDO:0010035	0.5	2
PMID_21683322_25_de-prompt.txt	MONDO:0016512	0.3333333333333333	3
PMID_21683322_25_de-prompt.txt	MONDO:0016033	0.25	4
PMID_21683322_25_de-prompt.txt	MONDO:0008104	0.2	5
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	MONDO:0008104	1.0	1
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	MONDO:0019499	0.5	2
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	MONDO:0008678	0.3333333333333333	3
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	MONDO:0016512	0.25	4
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	MONDO:0016033	0.2	5
PMID_36586412_6_de-prompt.txt	MONDO:0001734	1.0	1
PMID_36586412_6_de-prompt.txt	MONDO:0015229	0.5	2
PMID_36586412_6_de-prompt.txt	MONDO:0008944	0.3333333333333333	3
PMID_36586412_6_de-prompt.txt	Rett syndrome (more common in females, but possible in males)	0.25	4
PMID_36586412_6_de-prompt.txt	MONDO:0009571	0.2	5
PMID_28652255_V_3_de-prompt.txt	MONDO:0018982	1.0	1
PMID_28652255_V_3_de-prompt.txt	MONDO:0008840	0.5	2
PMID_28652255_V_3_de-prompt.txt	MONDO:0010200	0.3333333333333333	3
PMID_28652255_V_3_de-prompt.txt	MONDO:0007739	0.25	4
PMID_28652255_V_3_de-prompt.txt	MONDO:0019262	0.2	5
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	MONDO:0008434	1.0	1
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	MONDO:0008999	0.5	2
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	MONDO:0009341	0.3333333333333333	3
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	MONDO:0008678	0.25	4
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	MONDO:0007113	0.2	5
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	MONDO:0004691	1.0	1
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	MONDO:0018965	0.5	2
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	MONDO:0010526	0.3333333333333333	3
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	MONDO:0100324	0.25	4
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	MONDO:0005342	0.2	5
PMID_28862745_PD_Case_5_de-prompt.txt	MONDO:0007739	1.0	1
PMID_28862745_PD_Case_5_de-prompt.txt	MONDO:0005180	0.5	2
PMID_28862745_PD_Case_5_de-prompt.txt	MONDO:0007803	0.3333333333333333	3
PMID_28862745_PD_Case_5_de-prompt.txt	MONDO:0007488	0.25	4
PMID_28862745_PD_Case_5_de-prompt.txt	MONDO:0010200	0.2	5
PMID_26942287_EE2_de-prompt.txt	MONDO:0010383	1.0	1
PMID_26942287_EE2_de-prompt.txt	MONDO:0020066	0.5	2
PMID_26942287_EE2_de-prompt.txt	MONDO:0010726	0.3333333333333333	3
PMID_26942287_EE2_de-prompt.txt	MONDO:0007113	0.25	4
PMID_26942287_EE2_de-prompt.txt	MONDO:0008678	0.2	5
PMID_29321044_Patient_2_de-prompt.txt	MONDO:0010200	1.0	1
PMID_29321044_Patient_2_de-prompt.txt	MONDO:0021001	0.5	2
PMID_29321044_Patient_2_de-prompt.txt	MONDO:0013282	0.3333333333333333	3
PMID_29321044_Patient_2_de-prompt.txt	MONDO:0013209	0.25	4
PMID_29321044_Patient_2_de-prompt.txt	MONDO:0005439	0.2	5
PMID_24269551_patient_IV_1_de-prompt.txt	MONDO:0019188	1.0	1
PMID_24269551_patient_IV_1_de-prompt.txt	MONDO:0008115	0.5	2
PMID_24269551_patient_IV_1_de-prompt.txt	MONDO:0007043	0.3333333333333333	3
PMID_24269551_patient_IV_1_de-prompt.txt	MONDO:0008803	0.25	4
PMID_29196670_Patient_10_de-prompt.txt	MONDO:0001734	1.0	1
PMID_29196670_Patient_10_de-prompt.txt	MONDO:0018975	0.5	2
PMID_29196670_Patient_10_de-prompt.txt	MONDO:0008501	0.3333333333333333	3
PMID_29196670_Patient_10_de-prompt.txt	MONDO:0008667	0.25	4
PMID_31000419_III_10_de-prompt.txt	MONDO:0005387	1.0	1
PMID_31000419_III_10_de-prompt.txt	Turner syndrome (consider mosaicism if no obvious phenotype)	0.5	2
PMID_31000419_III_10_de-prompt.txt	MONDO:0010706	0.3333333333333333	3
PMID_31000419_III_10_de-prompt.txt	MONDO:0021950	0.25	4
PMID_31000419_III_10_de-prompt.txt	MONDO:0009258	0.2	5
PMID_37761890_28__de-prompt.txt	MONDO:0010568	1.0	1
PMID_37761890_28__de-prompt.txt	MONDO:0008944	0.5	2
PMID_37761890_28__de-prompt.txt	MONDO:0019609	0.3333333333333333	3
PMID_37761890_28__de-prompt.txt	MONDO:0000171	0.25	4
PMID_37761890_28__de-prompt.txt	MONDO:0009341	0.2	5
PMID_30643655_F2_IV_1_de-prompt.txt	MONDO:0009746	1.0	1
PMID_30643655_F2_IV_1_de-prompt.txt	MONDO:0015626	0.5	2
PMID_30643655_F2_IV_1_de-prompt.txt	MONDO:0004976	0.3333333333333333	3
PMID_30643655_F2_IV_1_de-prompt.txt	MONDO:0018544	0.25	4
PMID_30643655_F2_IV_1_de-prompt.txt	MONDO:0019064	0.2	5
PMID_33350388_Patient_KD_5_3_de-prompt.txt	MONDO:0010035	1.0	1
PMID_33350388_Patient_KD_5_3_de-prompt.txt	MONDO:0011146	0.5	2
PMID_33350388_Patient_KD_5_3_de-prompt.txt	MONDO:0016033	0.3333333333333333	3
PMID_33350388_Patient_KD_5_3_de-prompt.txt	MONDO:0010589	0.25	4
PMID_33350388_Patient_KD_5_3_de-prompt.txt	MONDO:0019188	0.2	5
PMID_37196654_Individual_33_de-prompt.txt	MONDO:0019349	1.0	1
PMID_37196654_Individual_33_de-prompt.txt	MONDO:0010193	0.5	2
PMID_37196654_Individual_33_de-prompt.txt	MONDO:0010383	0.3333333333333333	3
PMID_37196654_Individual_33_de-prompt.txt	MONDO:0008999	0.25	4
PMID_37196654_Individual_33_de-prompt.txt	MONDO:0008434	0.2	5
STX_29896790_P2_de-prompt.txt	MONDO:0018097	1.0	1
STX_29896790_P2_de-prompt.txt	MONDO:0100062	0.5	2
STX_29896790_P2_de-prompt.txt	MONDO:0100135	0.3333333333333333	3
STX_29896790_P2_de-prompt.txt	MONDO:0010568	0.25	4
STX_29896790_P2_de-prompt.txt	MONDO:0016532	0.2	5
PMID_10077612_Family_B_II_2_de-prompt.txt	MONDO:0007732	1.0	1
PMID_10077612_Family_B_II_2_de-prompt.txt	MONDO:0019391	0.5	2
