label	term	score	rank
PMID_21683322_25_de-prompt.txt	MONDO:0019188	1.0	1
PMID_21683322_25_de-prompt.txt	Wiedemann-Steiner-Syndrom	0.5	2
PMID_21683322_25_de-prompt.txt	Noonan-Syndrom	0.3333333333333333	3
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	Mukopolysaccharidose	1.0	1
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	Noonan-Syndrom	0.5	2
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	MONDO:0007113	0.3333333333333333	3
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	Williams-Beuren-Syndrom	0.25	4
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	Achondroplasie	0.2	5
PMID_36586412_6_de-prompt.txt	Tuberöse Sklerose	1.0	1
PMID_36586412_6_de-prompt.txt	Fragiles-X-Syndrom	0.5	2
PMID_36586412_6_de-prompt.txt	MONDO:0010035	0.3333333333333333	3
PMID_36586412_6_de-prompt.txt	Rett-Syndrom	0.25	4
PMID_36586412_6_de-prompt.txt	MONDO:0007113	0.2	5
PMID_28652255_V_3_de-prompt.txt	MONDO:0011873	1.0	1
PMID_28652255_V_3_de-prompt.txt	MONDO:0008840	0.5	2
PMID_28652255_V_3_de-prompt.txt	Morbus Wilson	0.3333333333333333	3
PMID_28652255_V_3_de-prompt.txt	MONDO:0100339	0.25	4
PMID_28652255_V_3_de-prompt.txt	Huntington-Krankheit	0.2	5
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	MONDO:0008434	1.0	1
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	Cornelia-de-Lange-Syndrom	0.5	2
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	Fragiles-X-Syndrom	0.3333333333333333	3
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	Kleefstra-Syndrom	0.25	4
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	MONDO:0019188	0.2	5
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	Autosomal dominante Polyzystische Nierenerkrankung (ADPKD)	1.0	1
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	MONDO:0018965	0.5	2
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	MONDO:0009728	0.3333333333333333	3
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	Medulläre Zystennierendegeneration	0.25	4
PMID_28862745_PD_Case_5_de-prompt.txt	Morbus Huntington	1.0	1
PMID_28862745_PD_Case_5_de-prompt.txt	Lewy-Körper-Demenz	0.5	2
PMID_28862745_PD_Case_5_de-prompt.txt	Progressive supranukleäre Blickparese	0.3333333333333333	3
PMID_28862745_PD_Case_5_de-prompt.txt	Multisystematrophie	0.25	4
PMID_28862745_PD_Case_5_de-prompt.txt	Wilson-Krankheit	0.2	5
PMID_26942287_EE2_de-prompt.txt	MONDO:0020066	1.0	1
PMID_26942287_EE2_de-prompt.txt	Fragiles-X-Syndrom	0.5	2
PMID_26942287_EE2_de-prompt.txt	Marfan-Syndrom	0.3333333333333333	3
PMID_26942287_EE2_de-prompt.txt	MONDO:0019349	0.25	4
PMID_26942287_EE2_de-prompt.txt	William-Beuren-Syndrom	0.2	5
PMID_29321044_Patient_2_de-prompt.txt	Morbus Wilson	1.0	1
PMID_29321044_Patient_2_de-prompt.txt	MONDO:0011873	0.5	2
PMID_29321044_Patient_2_de-prompt.txt	Hereditäre Hämochromatose	0.3333333333333333	3
PMID_29321044_Patient_2_de-prompt.txt	Lysosomale Speicherkrankheit	0.25	4
PMID_29321044_Patient_2_de-prompt.txt	MONDO:0013282	0.2	5
PMID_24269551_patient_IV_1_de-prompt.txt	MONDO:0019188	1.0	1
PMID_24269551_patient_IV_1_de-prompt.txt	Cornelia-de-Lange-Syndrom	0.5	2
PMID_24269551_patient_IV_1_de-prompt.txt	Gehäufte erbliche exosto-Weinerkrankung	0.3333333333333333	3
PMID_24269551_patient_IV_1_de-prompt.txt	Pfeiffer-Syndrom	0.25	4
PMID_24269551_patient_IV_1_de-prompt.txt	Holoprosenzephalie	0.2	5
PMID_29196670_Patient_10_de-prompt.txt	Tuberöse Sklerose Complex (TSC)	1.0	1
PMID_29196670_Patient_10_de-prompt.txt	Neurofibromatose Typ 1 (NF1)	0.5	2
PMID_29196670_Patient_10_de-prompt.txt	MONDO:0008501	0.3333333333333333	3
PMID_29196670_Patient_10_de-prompt.txt	Von Hippel-Lindau-Syndrom	0.25	4
PMID_31000419_III_10_de-prompt.txt	Primäre Ovarialinsuffizienz (POI)	1.0	1
PMID_31000419_III_10_de-prompt.txt	Turner-Syndrom	0.5	2
PMID_31000419_III_10_de-prompt.txt	Fragiles-X-Syndrom	0.3333333333333333	3
PMID_31000419_III_10_de-prompt.txt	Polyzystisches Ovarialsyndrom (PCOS)	0.25	4
PMID_31000419_III_10_de-prompt.txt	Hypothalamische Amenorrhoe	0.2	5
PMID_37761890_28__de-prompt.txt	Aicardi-Syndrom	1.0	1
PMID_37761890_28__de-prompt.txt	Zellweger-Spektrum-Störung	0.5	2
PMID_37761890_28__de-prompt.txt	Walker-Warburg-Syndrom	0.3333333333333333	3
PMID_37761890_28__de-prompt.txt	Lücke-Stelzner-Syndrom (Miller-Dieker-Syndrom)	0.25	4
PMID_37761890_28__de-prompt.txt	Andermann-Syndrom	0.2	5
PMID_30643655_F2_IV_1_de-prompt.txt	MONDO:0019064	1.0	1
PMID_30643655_F2_IV_1_de-prompt.txt	MONDO:0100339	0.5	2
PMID_30643655_F2_IV_1_de-prompt.txt	Charcot-Marie-Tooth-Erkrankung (unter Berücksichtigung atypischer Präsentationen)	0.3333333333333333	3
PMID_30643655_F2_IV_1_de-prompt.txt	Spinale Muskelatrophie mit Distalen Muskelatrophien (SMAD)	0.25	4
PMID_30643655_F2_IV_1_de-prompt.txt	Adrenoleukodystrophie	0.2	5
PMID_33350388_Patient_KD_5_3_de-prompt.txt	Smith-Kingsmore-Syndrom	1.0	1
PMID_33350388_Patient_KD_5_3_de-prompt.txt	Snyder-Robinson-Syndrom	0.5	2
PMID_33350388_Patient_KD_5_3_de-prompt.txt	Soto-Syndrom	0.3333333333333333	3
PMID_33350388_Patient_KD_5_3_de-prompt.txt	MONDO:0009341	0.25	4
PMID_33350388_Patient_KD_5_3_de-prompt.txt	MONDO:0012589	0.2	5
PMID_37196654_Individual_33_de-prompt.txt	MONDO:0012496	1.0	1
PMID_37196654_Individual_33_de-prompt.txt	MONDO:0019349	0.5	2
PMID_37196654_Individual_33_de-prompt.txt	Wiedemann-Steiner-Syndrom	0.3333333333333333	3
PMID_37196654_Individual_33_de-prompt.txt	MONDO:0008434	0.25	4
PMID_37196654_Individual_33_de-prompt.txt	Williams-Beuren-Syndrom	0.2	5
STX_29896790_P2_de-prompt.txt	West-Syndrom	1.0	1
STX_29896790_P2_de-prompt.txt	Dravet-Syndrom	0.5	2
STX_29896790_P2_de-prompt.txt	MONDO:0016532	0.3333333333333333	3
STX_29896790_P2_de-prompt.txt	CDKL5-Mangelstörung	0.25	4
STX_29896790_P2_de-prompt.txt	Aicardi-Syndrom	0.2	5
PMID_10077612_Family_B_II_2_de-prompt.txt	Holt-Oram-Syndrom	1.0	1
PMID_10077612_Family_B_II_2_de-prompt.txt	Fanconi-Anämie	0.5	2
PMID_10077612_Family_B_II_2_de-prompt.txt	MONDO:0010121	0.3333333333333333	3
PMID_10077612_Family_B_II_2_de-prompt.txt	VACTERL-Assoziation	0.25	4
PMID_10077612_Family_B_II_2_de-prompt.txt	MONDO:0019188	0.2	5
PMID_34722527_individual_34_1_JENNIFER_A__GALVIN_EVALUATIONOFG_de-prompt.txt	Achromatopsie	1.0	1
PMID_34722527_individual_34_1_JENNIFER_A__GALVIN_EVALUATIONOFG_de-prompt.txt	Albinismus	0.5	2
PMID_34722527_individual_34_1_JENNIFER_A__GALVIN_EVALUATIONOFG_de-prompt.txt	MONDO:0013613	0.3333333333333333	3
PMID_34722527_individual_34_1_JENNIFER_A__GALVIN_EVALUATIONOFG_de-prompt.txt	Optikusatrophie	0.25	4
PMID_34722527_individual_34_1_JENNIFER_A__GALVIN_EVALUATIONOFG_de-prompt.txt	Aniridie	0.2	5
PMID_36446582_Miyatake_2017_P1_de-prompt.txt	Cornelia-de-Lange-Syndrom	1.0	1
PMID_36446582_Miyatake_2017_P1_de-prompt.txt	MONDO:0008434	0.5	2
PMID_36446582_Miyatake_2017_P1_de-prompt.txt	MONDO:0019349	0.3333333333333333	3
PMID_36446582_Miyatake_2017_P1_de-prompt.txt	MONDO:0007113	0.25	4
PMID_36446582_Miyatake_2017_P1_de-prompt.txt	MONDO:0008684	0.2	5
PMID_20151160_Patient_1_de-prompt.txt	Autosomal-dominante tubulointerstitielle Nierenerkrankung (ADTKD)	1.0	1
PMID_20151160_Patient_1_de-prompt.txt	MONDO:0009728	0.5	2
PMID_20151160_Patient_1_de-prompt.txt	Polyzystische Nierenerkrankung (autosomal-rezessive Form)	0.3333333333333333	3
PMID_20151160_Patient_1_de-prompt.txt	MONDO:0018965	0.25	4
PMID_33766796_2_de-prompt.txt	Fragiles X-Syndrom	1.0	1
PMID_33766796_2_de-prompt.txt	MONDO:0019349	0.5	2
PMID_33766796_2_de-prompt.txt	Autismus-Spektrum-Störung mit genetischer Grundlage (z.B. durch genetische Mutationen wie SHANK3)	0.3333333333333333	3
PMID_33766796_2_de-prompt.txt	MONDO:0017623	0.25	4
PMID_33766796_2_de-prompt.txt	MONDO:0008434	0.2	5
PMID_34722527_individual_individual_1_Juliana_Maria_Ferraz_Sallum1_12_Clinicalandmo_de-prompt.txt	MONDO:0008381	1.0	1
PMID_34722527_individual_individual_1_Juliana_Maria_Ferraz_Sallum1_12_Clinicalandmo_de-prompt.txt	Lebersche kongenitale Amaurose	0.5	2
PMID_34722527_individual_individual_1_Juliana_Maria_Ferraz_Sallum1_12_Clinicalandmo_de-prompt.txt	Stargardt-Krankheit	0.3333333333333333	3
PMID_34722527_individual_individual_1_Juliana_Maria_Ferraz_Sallum1_12_Clinicalandmo_de-prompt.txt	Morbus Best (Vitelliforme Makuladegeneration)	0.25	4
PMID_34722527_individual_individual_1_Juliana_Maria_Ferraz_Sallum1_12_Clinicalandmo_de-prompt.txt	Zapfen-Stäbchendystrophie	0.2	5
STX_28708303_Patient_56_de-prompt.txt	MONDO:0008300	1.0	1
STX_28708303_Patient_56_de-prompt.txt	MONDO:0007113	0.5	2
STX_28708303_Patient_56_de-prompt.txt	MONDO:0019349	0.3333333333333333	3
STX_28708303_Patient_56_de-prompt.txt	Fragiles-X-Syndrom	0.25	4
STX_28708303_Patient_56_de-prompt.txt	Rett-Syndrom	0.2	5
STX_23708187_T23553_de-prompt.txt	Dravet-Syndrom	1.0	1
