label	term	score	rank
PMID_34722527_individual_103_7_Hui_Wang_ComprehensiveM_en-prompt.txt	MONDO:0009061	1.0	1
PMID_34722527_individual_103_7_Hui_Wang_ComprehensiveM_en-prompt.txt	MONDO:0007947	0.5	2
PMID_34722527_individual_103_7_Hui_Wang_ComprehensiveM_en-prompt.txt	MONDO:0020066	0.3333333333333333	3
PMID_34722527_individual_103_7_Hui_Wang_ComprehensiveM_en-prompt.txt	MONDO:0018975	0.25	4
PMID_34722527_individual_103_7_Hui_Wang_ComprehensiveM_en-prompt.txt	MONDO:0007739	0.2	5
PMID_36586412_8_en-prompt.txt	MONDO:0010035	1.0	1
PMID_36586412_8_en-prompt.txt	MONDO:0018923	0.5	2
PMID_36586412_8_en-prompt.txt	MONDO:0019349	0.3333333333333333	3
PMID_36586412_8_en-prompt.txt	MONDO:0010383	0.25	4
PMID_36586412_8_en-prompt.txt	MONDO:0008300	0.2	5
PMID_36586412_8_en-prompt.txt	MONDO:0007534	0.16666666666666666	6
PMID_36586412_8_en-prompt.txt	MONDO:0008104	0.14285714285714285	7
PMID_36586412_8_en-prompt.txt	MONDO:0006823	0.125	8
PMID_36586412_8_en-prompt.txt	MONDO:0019154	0.1111111111111111	9
PMID_36586412_8_en-prompt.txt	MONDO:0008394	0.1	10
PMID_11093277_K8345_III_3_IT_en-prompt.txt	MONDO:0008104	1.0	1
PMID_11093277_K8345_III_3_IT_en-prompt.txt	MONDO:0009026	0.5	2
PMID_11093277_K8345_III_3_IT_en-prompt.txt	MONDO:0015280	0.3333333333333333	3
PMID_11093277_K8345_III_3_IT_en-prompt.txt	MONDO:0016033	0.25	4
PMID_11093277_K8345_III_3_IT_en-prompt.txt	MONDO:0019188	0.2	5
PMID_34722527_individual_13_2_Moon_Woo_Seong_Molecularchara_en-prompt.txt	MONDO:0009061	1.0	1
PMID_34722527_individual_13_2_Moon_Woo_Seong_Molecularchara_en-prompt.txt	MONDO:0007947	0.5	2
PMID_34722527_individual_13_2_Moon_Woo_Seong_Molecularchara_en-prompt.txt	MONDO:0020066	0.3333333333333333	3
PMID_34722527_individual_13_2_Moon_Woo_Seong_Molecularchara_en-prompt.txt	MONDO:0018975	0.25	4
PMID_34722527_individual_13_2_Moon_Woo_Seong_Molecularchara_en-prompt.txt	MONDO:0007739	0.2	5
PMID_27148570_Patient_2_en-prompt.txt	MONDO:0010726	1.0	1
PMID_27148570_Patient_2_en-prompt.txt	MONDO:0007113	0.5	2
PMID_27148570_Patient_2_en-prompt.txt	MONDO:0012589	0.3333333333333333	3
PMID_27148570_Patient_2_en-prompt.txt	MONDO:0011652	0.25	4
PMID_27148570_Patient_2_en-prompt.txt	MONDO:0008434	0.2	5
PMID_27148570_Patient_2_en-prompt.txt	MONDO:0010283	0.16666666666666666	6
PMID_27148570_Patient_2_en-prompt.txt	MONDO:0010383	0.14285714285714285	7
PMID_27148570_Patient_2_en-prompt.txt	MONDO:0016033	0.125	8
PMID_15266616_21_en-prompt.txt	MONDO:0016512	1.0	1
PMID_15266616_21_en-prompt.txt	MONDO:0008104	0.5	2
PMID_15266616_21_en-prompt.txt	MONDO:0016033	0.3333333333333333	3
PMID_15266616_21_en-prompt.txt	MONDO:0008678	0.25	4
PMID_15266616_21_en-prompt.txt	MONDO:0007030	0.2	5
PMID_30580808_Machol_Ind_3_Fam_33_en-prompt.txt	MONDO:0011518	1.0	1
PMID_30580808_Machol_Ind_3_Fam_33_en-prompt.txt	MONDO:0019188	0.5	2
PMID_30580808_Machol_Ind_3_Fam_33_en-prompt.txt	MONDO:0016512	0.3333333333333333	3
PMID_30580808_Machol_Ind_3_Fam_33_en-prompt.txt	MONDO:0015452	0.25	4
PMID_30580808_Machol_Ind_3_Fam_33_en-prompt.txt	MONDO:0008678	0.2	5
STX_G3_P3_en-prompt.txt	MONDO:0018097	1.0	1
STX_G3_P3_en-prompt.txt	MONDO:0016532	0.5	2
STX_G3_P3_en-prompt.txt	MONDO:0100079	0.3333333333333333	3
STX_G3_P3_en-prompt.txt	MONDO:0008612	0.25	4
STX_G3_P3_en-prompt.txt	MONDO:0100039	0.2	5
STX_G3_P3_en-prompt.txt	MONDO:0010568	0.16666666666666666	6
STX_G3_P3_en-prompt.txt	MONDO:0011904	0.14285714285714285	7
PMID_36446582_Ockeloen2015_P17_en-prompt.txt	MONDO:0008434	1.0	1
PMID_36446582_Ockeloen2015_P17_en-prompt.txt	MONDO:0010886	0.5	2
PMID_36446582_Ockeloen2015_P17_en-prompt.txt	MONDO:0008678	0.3333333333333333	3
PMID_36446582_Ockeloen2015_P17_en-prompt.txt	MONDO:0016512	0.25	4
PMID_36446582_Ockeloen2015_P17_en-prompt.txt	MONDO:0019349	0.2	5
PMID_36446582_Ockeloen2015_P17_en-prompt.txt	MONDO:0007113	0.16666666666666666	6
PMID_36446582_Ockeloen2015_P17_en-prompt.txt	MONDO:0010726	0.14285714285714285	7
PMID_36446582_Ockeloen2015_P17_en-prompt.txt	MONDO:0016033	0.125	8
PMID_33731876_fam203_en-prompt.txt	MONDO:0010383	1.0	1
PMID_33731876_fam203_en-prompt.txt	MONDO:0010726	0.5	2
PMID_33731876_fam203_en-prompt.txt	MONDO:0008612	0.3333333333333333	3
PMID_33731876_fam203_en-prompt.txt	MONDO:0017623	0.25	4
PMID_33731876_fam203_en-prompt.txt	MONDO:0007113	0.2	5
PMID_33731876_fam203_en-prompt.txt	MONDO:0008678	0.16666666666666666	6
PMID_33731876_fam203_en-prompt.txt	MONDO:0018923	0.14285714285714285	7
PMID_24706016_individual_1_en-prompt.txt	Cerebro-fronto-facial syndrome 1	1.0	1
PMID_24706016_individual_1_en-prompt.txt	MONDO:0012589	0.5	2
PMID_24706016_individual_1_en-prompt.txt	MONDO:0010568	0.3333333333333333	3
PMID_24706016_individual_1_en-prompt.txt	MONDO:0018838	0.25	4
PMID_24706016_individual_1_en-prompt.txt	MONDO:0100039	0.2	5
PMID_24706016_individual_1_en-prompt.txt	MONDO:0019234	0.16666666666666666	6
PMID_24706016_individual_1_en-prompt.txt	CASK-related disorder	0.14285714285714285	7
PMID_24706016_individual_1_en-prompt.txt	MONDO:0009072	0.125	8
PMID_22772371_TAA288_III_5_en-prompt.txt	MONDO:0013282	1.0	1
PMID_22772371_TAA288_III_5_en-prompt.txt	MONDO:0007947	0.5	2
PMID_22772371_TAA288_III_5_en-prompt.txt	MONDO:0020066	0.3333333333333333	3
PMID_22772371_TAA288_III_5_en-prompt.txt	MONDO:0018954	0.25	4
STX_28387369_C0108_en-prompt.txt	MONDO:0010568	1.0	1
