rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Down syndrome (Trisomy 21)	MONDO:0700126	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
2	Fragile X syndrome	MONDO:0010383	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
3	Phenylketonuria (PKU)	MONDO:0009861	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
4	Williams syndrome	MONDO:0008678	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
5	Prader-Willi syndrome	MONDO:0008300	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
6	Angelman syndrome	MONDO:0007113	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
7	Smith-Magenis syndrome	MONDO:0008434	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
8	22q11.2 deletion syndrome (DiGeorge syndrome)	MONDO:0018923	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
9	Rett syndrome	MONDO:0010726	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
10	Mucopolysaccharidoses (e.g., Hunter syndrome)	MONDO:0001586	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
