rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Kabuki syndrome	MONDO:0016512	('OMIM:612313', 'Glass syndrome')	0.0	False
1	Kabuki syndrome	MONDO:0007843	('OMIM:612313', 'Glass syndrome')	0.0	False
2	Hypophosphatasia	MONDO:0009948	('OMIM:612313', 'Glass syndrome')	0.0	False
2	Hypophosphatasia	MONDO:0018570	('OMIM:612313', 'Glass syndrome')	0.0	False
3	22q11.2 Deletion Syndrome (DiGeorge syndrome)	MONDO:0018923	('OMIM:612313', 'Glass syndrome')	0.0	False
4	Osteogenesis Imperfecta	MONDO:0019019	('OMIM:612313', 'Glass syndrome')	0.0	False
5	Opitz G/BBB syndrome	MONDO:0017138	('OMIM:612313', 'Glass syndrome')	0.0	False
6	Coffin-Lowry syndrome	MONDO:0010561	('OMIM:612313', 'Glass syndrome')	0.0	False
7	Mucopolysaccharidosis type II (Hunter syndrome)	MONDO:0001586	('OMIM:612313', 'Glass syndrome')	0.0	False
8	Van der Woude syndrome	MONDO:0019508	('OMIM:612313', 'Glass syndrome')	0.0	False
