rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Dravet syndrome	MONDO:0100135	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
1	Dravet syndrome	MONDO:0100079	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
2	Lennox-Gastaut syndrome	MONDO:0016532	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
3	Tuberous sclerosis complex	MONDO:0001734	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
3	Tuberous sclerosis complex	MONDO:0008612	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
4	Angelman syndrome	MONDO:0007113	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
5	Rett syndrome	MONDO:0010726	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
6	SCN1A-related epilepsies	N/A	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
7	Mitochondrial disorders (e.g., MELAS syndrome)	MONDO:0010789	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
8	Batten disease	MONDO:0019262	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
8	Batten disease	MONDO:0008767	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
9	Lafora disease	MONDO:0009697	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
10	Unverricht-Lundborg disease	MONDO:0009698	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
11	GLUT1 deficiency syndrome	MONDO:0000188	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
11	GLUT1 deficiency syndrome	MONDO:0011724	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
12	Wilson disease	MONDO:0010200	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
13	Neurofibromatosis type 1	MONDO:0018975	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
14	Fragile X syndrome	MONDO:0010383	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
15	GM2 gangliosidosis (Tay-Sachs disease)	MONDO:0010100	('OMIM:272300', 'Sulfite oxidase deficiency')	0.0	False
