rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Cystic fibrosis	MONDO:0009061	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
2	Sickle cell disease	MONDO:0011382	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
3	Phenylketonuria	MONDO:0009861	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
4	Hemophilia A	MONDO:0010602	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
5	Duchenne muscular dystrophy	MONDO:0010679	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
6	Marfan syndrome	MONDO:0007947	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
7	Neurofibromatosis type 1	MONDO:0018975	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
8	Ehlers-Danlos syndrome	MONDO:0020066	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
9	Tay-Sachs disease	MONDO:0010100	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
10	Familial hypercholesterolemia	MONDO:0005439	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
