rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Fetal Alcohol Syndrome	MONDO:0016011	('OMIM:620655', 'Alfadhel syndrome')	0.0	False
1	Fetal Alcohol Syndrome	MONDO:0000408	('OMIM:620655', 'Alfadhel syndrome')	0.0	False
2	Kabuki Syndrome	MONDO:0016512	('OMIM:620655', 'Alfadhel syndrome')	0.0	False
2	Kabuki Syndrome	MONDO:0007843	('OMIM:620655', 'Alfadhel syndrome')	0.0	False
3	Cornelia de Lange Syndrome	MONDO:0016033	('OMIM:620655', 'Alfadhel syndrome')	0.0	False
4	Williams Syndrome	MONDO:0008678	('OMIM:620655', 'Alfadhel syndrome')	0.0	False
5	Smith-Lemli-Opitz Syndrome	MONDO:0010035	('OMIM:620655', 'Alfadhel syndrome')	0.0	False
6	Prader-Willi Syndrome	MONDO:0008300	('OMIM:620655', 'Alfadhel syndrome')	0.0	False
7	Fragile X Syndrome	MONDO:0010383	('OMIM:620655', 'Alfadhel syndrome')	0.0	False
8	Coffin-Lowry Syndrome	MONDO:0010561	('OMIM:620655', 'Alfadhel syndrome')	0.0	False
9	Angelman Syndrome	MONDO:0007113	('OMIM:620655', 'Alfadhel syndrome')	0.0	False
10	Down Syndrome	MONDO:0008608	('OMIM:620655', 'Alfadhel syndrome')	0.0	False
