rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Fragile X syndrome	MONDO:0010383	('OMIM:612313', 'Glass syndrome')	0.0	False
2	Down syndrome (Trisomy 21)	MONDO:0700126	('OMIM:612313', 'Glass syndrome')	0.0	False
3	Angelman syndrome	MONDO:0007113	('OMIM:612313', 'Glass syndrome')	0.0	False
4	Prader-Willi syndrome	MONDO:0008300	('OMIM:612313', 'Glass syndrome')	0.0	False
5	Smith-Magenis syndrome	MONDO:0008434	('OMIM:612313', 'Glass syndrome')	0.0	False
6	Williams syndrome	MONDO:0008678	('OMIM:612313', 'Glass syndrome')	0.0	False
7	Hunter syndrome (Mucopolysaccharidosis type II)	N/A	('OMIM:612313', 'Glass syndrome')	0.0	False
8	Sanfilippo syndrome (Mucopolysaccharidosis type III)	MONDO:0018937	('OMIM:612313', 'Glass syndrome')	0.0	False
9	Phenylketonuria (PKU)	MONDO:0009861	('OMIM:612313', 'Glass syndrome')	0.0	False
10	Neurofibromatosis type 1	MONDO:0018975	('OMIM:612313', 'Glass syndrome')	0.0	False
