rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Angelman syndrome	MONDO:0007113	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
2	Pelizaeus-Merzbacher disease	MONDO:0010714	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
3	Ataxia-telangiectasia	MONDO:0008840	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
4	Friedreich ataxia	MONDO:0100340	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
4	Friedreich ataxia	MONDO:0100339	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
5	Joubert syndrome	MONDO:0018772	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
5	Joubert syndrome	MONDO:0008944	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
6	Rett syndrome	MONDO:0010726	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
7	Neuronal ceroid lipofuscinosis	MONDO:0016295	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
8	Leigh syndrome	MONDO:0009723	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
9	Krabbe disease	MONDO:0009499	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
