rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	KBG syndrome	MONDO:0007846	('OMIM:148050', 'KBG syndrome')	1.0	True
2	Floating-Harbor syndrome	MONDO:0007621	('OMIM:148050', 'KBG syndrome')	0.0	False
3	Kabuki syndrome	MONDO:0016512	('OMIM:148050', 'KBG syndrome')	0.0	False
3	Kabuki syndrome	MONDO:0007843	('OMIM:148050', 'KBG syndrome')	0.0	False
4	Noonan syndrome	MONDO:0008104	('OMIM:148050', 'KBG syndrome')	0.0	False
4	Noonan syndrome	MONDO:0018997	('OMIM:148050', 'KBG syndrome')	0.0	False
5	Cornelia de Lange syndrome	MONDO:0016033	('OMIM:148050', 'KBG syndrome')	0.0	False
6	Smith-Magenis syndrome	MONDO:0008434	('OMIM:148050', 'KBG syndrome')	0.0	False
7	Aarskog syndrome	MONDO:0021005	('OMIM:148050', 'KBG syndrome')	0.0	False
7	Aarskog syndrome	MONDO:0007030	('OMIM:148050', 'KBG syndrome')	0.0	False
7	Aarskog syndrome	MONDO:0010589	('OMIM:148050', 'KBG syndrome')	0.0	False
