rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Optic nerve hypoplasia	MONDO:0008136	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
2	Achromatopsia	MONDO:0018852	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
3	Congenital cataracts	N/A	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
4	Aniridia	MONDO:0024507	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
4	Aniridia	MONDO:0019172	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
5	Cone-rod dystrophy	MONDO:0100438	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
5	Cone-rod dystrophy	MONDO:0015993	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
5	Cone-rod dystrophy	MONDO:0007362	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
5	Cone-rod dystrophy	MONDO:0011458	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
6	Oculocutaneous albinism	MONDO:0018910	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
