rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Coffin-Lowry syndrome	MONDO:0010561	('OMIM:616354', 'Spinocerebellar ataxia, autosomal recessive 20')	0.0	False
2	Down syndrome (Trisomy 21)	MONDO:0700126	('OMIM:616354', 'Spinocerebellar ataxia, autosomal recessive 20')	0.0	False
3	Rett syndrome	MONDO:0010726	('OMIM:616354', 'Spinocerebellar ataxia, autosomal recessive 20')	0.0	False
4	Angelman syndrome	MONDO:0007113	('OMIM:616354', 'Spinocerebellar ataxia, autosomal recessive 20')	0.0	False
5	Ataxia-telangiectasia	MONDO:0008840	('OMIM:616354', 'Spinocerebellar ataxia, autosomal recessive 20')	0.0	False
6	Smith-Magenis syndrome	MONDO:0008434	('OMIM:616354', 'Spinocerebellar ataxia, autosomal recessive 20')	0.0	False
7	Noonan syndrome	MONDO:0018997	('OMIM:616354', 'Spinocerebellar ataxia, autosomal recessive 20')	0.0	False
7	Noonan syndrome	MONDO:0008104	('OMIM:616354', 'Spinocerebellar ataxia, autosomal recessive 20')	0.0	False
8	Fragile X syndrome	MONDO:0010383	('OMIM:616354', 'Spinocerebellar ataxia, autosomal recessive 20')	0.0	False
9	Smith-Lemli-Opitz syndrome	MONDO:0010035	('OMIM:616354', 'Spinocerebellar ataxia, autosomal recessive 20')	0.0	False
10	Neurofibromatosis type 1	MONDO:0018975	('OMIM:616354', 'Spinocerebellar ataxia, autosomal recessive 20')	0.0	False
