rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Retinitis Pigmentosa	MONDO:0008377	('OMIM:617433', 'Retinitis pigmentosa 78')	0.0	False
1	Retinitis Pigmentosa	MONDO:0019200	('OMIM:617433', 'Retinitis pigmentosa 78')	0.5	True
2	Choroideremia	MONDO:0010557	('OMIM:617433', 'Retinitis pigmentosa 78')	0.0	False
3	X-linked Retinoschisis	MONDO:0010725	('OMIM:617433', 'Retinitis pigmentosa 78')	0.0	False
4	Bietti Crystalline Dystrophy	MONDO:0008865	('OMIM:617433', 'Retinitis pigmentosa 78')	0.0	False
5	Cone-Rod Dystrophy	MONDO:0015993	('OMIM:617433', 'Retinitis pigmentosa 78')	0.0	False
5	Cone-Rod Dystrophy	MONDO:0007362	('OMIM:617433', 'Retinitis pigmentosa 78')	0.0	False
5	Cone-Rod Dystrophy	MONDO:0011458	('OMIM:617433', 'Retinitis pigmentosa 78')	0.0	False
5	Cone-Rod Dystrophy	MONDO:0100438	('OMIM:617433', 'Retinitis pigmentosa 78')	0.0	False
6	Best Disease	MONDO:0007931	('OMIM:617433', 'Retinitis pigmentosa 78')	0.0	False
7	Stargardt Disease	MONDO:0019353	('OMIM:617433', 'Retinitis pigmentosa 78')	0.0	False
