rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Attention-Deficit/Hyperactivity Disorder (ADHD)	MONDO:0007743	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
2	Anxiety Disorder	MONDO:0005618	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
3	Specific Learning Disorder	MONDO:0016225	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
4	Autism Spectrum Disorder (without intellectual disability)	N/A	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
5	Bipolar Disorder	MONDO:0004985	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
6	Schizophrenia	MONDO:0005090	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
7	Epilepsy	MONDO:0005027	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
8	Obsessive-Compulsive Disorder (OCD)	MONDO:0008114	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
9	Tourette Syndrome	MONDO:0007661	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
10	Somatic Symptom Disorder	N/A	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
