rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Down syndrome (Trisomy 21)	MONDO:0700126	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
2	Noonan syndrome	MONDO:0018997	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
2	Noonan syndrome	MONDO:0008104	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
3	Marfan syndrome	MONDO:0007947	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
4	Fragile X syndrome	MONDO:0010383	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
5	Williams syndrome	MONDO:0008678	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
6	Neurofibromatosis type 1	MONDO:0018975	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
7	Ehlers-Danlos syndrome	MONDO:0020066	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
8	Achondroplasia	MONDO:0007037	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
9	Prader-Willi syndrome	MONDO:0008300	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
10	Angelman syndrome	MONDO:0007113	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
