rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Medium-chain acyl-CoA dehydrogenase deficiency (MCADD)	MONDO:0008721	('OMIM:605911', 'HMG-CoA synthase-2 deficiency')	0.0	False
2	Glycogen storage disease type I (von Gierke disease)	MONDO:0002413	('OMIM:605911', 'HMG-CoA synthase-2 deficiency')	0.0	False
3	Propionic acidemia	MONDO:0011628	('OMIM:605911', 'HMG-CoA synthase-2 deficiency')	0.0	False
4	Fructose-1,6-bisphosphatase deficiency	MONDO:0009251	('OMIM:605911', 'HMG-CoA synthase-2 deficiency')	0.0	False
5	Methylmalonic acidemia	MONDO:0002012	('OMIM:605911', 'HMG-CoA synthase-2 deficiency')	0.0	False
6	Carnitine transporter defect	MONDO:0008919	('OMIM:605911', 'HMG-CoA synthase-2 deficiency')	0.0	False
7	Pyruvate dehydrogenase deficiency	MONDO:0019169	('OMIM:605911', 'HMG-CoA synthase-2 deficiency')	0.0	False
8	Organic acidemias	N/A	('OMIM:605911', 'HMG-CoA synthase-2 deficiency')	0.0	False
9	Fatty acid oxidation disorders	MONDO:0037858	('OMIM:605911', 'HMG-CoA synthase-2 deficiency')	0.5	True
10	Mitochondrial disorders	MONDO:0004069	('OMIM:605911', 'HMG-CoA synthase-2 deficiency')	0.0	False
