rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Rett Syndrome	MONDO:0010726	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
2	Autism Spectrum Disorder	MONDO:0005260	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
2	Autism Spectrum Disorder	MONDO:0005258	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
3	Fragile X Syndrome	MONDO:0010383	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
4	Angelman Syndrome	MONDO:0007113	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
5	Cerebral Visual Impairment	MONDO:0001385	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
6	Leber Congenital Amaurosis	MONDO:0018998	('OMIM:613826', 'Leber congenital amaurosis 6')	0.5	True
7	Tuberous Sclerosis	MONDO:0001734	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
8	Cerebral Palsy	MONDO:0006497	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
9	Smith-Magenis Syndrome	MONDO:0008434	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
10	Albinism	MONDO:0043209	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
