rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Adrenoleukodystrophy	MONDO:0018544	('OMIM:604377', 'Mitochondrial complex IV deficiency, nuclear type 2')	0.0	False
1	Adrenoleukodystrophy	MONDO:0010247	('OMIM:604377', 'Mitochondrial complex IV deficiency, nuclear type 2')	0.0	False
2	Spinocerebellar ataxia	MONDO:0000437	('OMIM:604377', 'Mitochondrial complex IV deficiency, nuclear type 2')	0.0	False
2	Spinocerebellar ataxia	MONDO:0020380	('OMIM:604377', 'Mitochondrial complex IV deficiency, nuclear type 2')	0.0	False
3	Amyotrophic lateral sclerosis (ALS)	MONDO:0004976	('OMIM:604377', 'Mitochondrial complex IV deficiency, nuclear type 2')	0.0	False
4	Multiple system atrophy	MONDO:0007803	('OMIM:604377', 'Mitochondrial complex IV deficiency, nuclear type 2')	0.0	False
5	Multiple sclerosis	MONDO:0005301	('OMIM:604377', 'Mitochondrial complex IV deficiency, nuclear type 2')	0.0	False
6	Huntington's disease	MONDO:0007739	('OMIM:604377', 'Mitochondrial complex IV deficiency, nuclear type 2')	0.0	False
7	Charcot-Marie-Tooth disease	MONDO:0015626	('OMIM:604377', 'Mitochondrial complex IV deficiency, nuclear type 2')	0.0	False
8	Mitochondrial myopathy	MONDO:0009637	('OMIM:604377', 'Mitochondrial complex IV deficiency, nuclear type 2')	0.5	True
9	Hereditary spastic paraplegia	MONDO:0019064	('OMIM:604377', 'Mitochondrial complex IV deficiency, nuclear type 2')	0.0	False
10	Neuromyelitis optica	MONDO:0019100	('OMIM:604377', 'Mitochondrial complex IV deficiency, nuclear type 2')	0.0	False
