rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Townes-Brocks syndrome	MONDO:0007142	('OMIM:300707', 'STAR syndrome')	0.0	False
2	VACTERL association	MONDO:0008642	('OMIM:300707', 'STAR syndrome')	0.0	False
3	Down syndrome	MONDO:0008608	('OMIM:300707', 'STAR syndrome')	0.0	False
4	Opitz G/BBB syndrome	MONDO:0017138	('OMIM:300707', 'STAR syndrome')	0.0	False
5	Fraser syndrome	MONDO:0054737	('OMIM:300707', 'STAR syndrome')	0.0	False
5	Fraser syndrome	MONDO:0009046	('OMIM:300707', 'STAR syndrome')	0.0	False
6	CHARGE syndrome	MONDO:0008965	('OMIM:300707', 'STAR syndrome')	0.0	False
7	Noonan syndrome	MONDO:0018997	('OMIM:300707', 'STAR syndrome')	0.0	False
7	Noonan syndrome	MONDO:0008104	('OMIM:300707', 'STAR syndrome')	0.0	False
8	Mowat-Wilson syndrome	MONDO:0009341	('OMIM:300707', 'STAR syndrome')	0.0	False
