rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Aniridia	MONDO:0019172	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
1	Aniridia	MONDO:0024507	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
2	Achromatopsia	MONDO:0018852	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
3	Leber’s Congenital Amaurosis	MONDO:0018998	('OMIM:613826', 'Leber congenital amaurosis 6')	0.5	True
4	Retinitis Pigmentosa	MONDO:0008377	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
4	Retinitis Pigmentosa	MONDO:0019200	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
5	Stargardt Disease	MONDO:0019353	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
6	Optic Nerve Hypoplasia	MONDO:0008136	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
7	Congenital Cataracts	MONDO:0015567	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
8	Macular Dystrophy	HP:0007754	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
