rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Russell-Silver syndrome	MONDO:0008394	('OMIM:148050', 'KBG syndrome')	0.0	False
2	Fragile X syndrome	MONDO:0010383	('OMIM:148050', 'KBG syndrome')	0.0	False
3	Aarskog-Scott syndrome	MONDO:0007030	('OMIM:148050', 'KBG syndrome')	0.0	False
3	Aarskog-Scott syndrome	MONDO:0010589	('OMIM:148050', 'KBG syndrome')	0.0	False
3	Aarskog-Scott syndrome	MONDO:0021005	('OMIM:148050', 'KBG syndrome')	0.0	False
4	Kabuki syndrome	MONDO:0007843	('OMIM:148050', 'KBG syndrome')	0.0	False
4	Kabuki syndrome	MONDO:0016512	('OMIM:148050', 'KBG syndrome')	0.0	False
5	Coffin-Siris syndrome	MONDO:0015452	('OMIM:148050', 'KBG syndrome')	0.0	False
5	Coffin-Siris syndrome	MONDO:0007617	('OMIM:148050', 'KBG syndrome')	0.0	False
6	Cornelia de Lange syndrome	MONDO:0016033	('OMIM:148050', 'KBG syndrome')	0.0	False
