rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Russell-Silver Syndrome	MONDO:0008394	('OMIM:148050', 'KBG syndrome')	0.0	False
2	Cleidocranial Dysplasia	MONDO:0007340	('OMIM:148050', 'KBG syndrome')	0.0	False
3	Noonan Syndrome	MONDO:0018997	('OMIM:148050', 'KBG syndrome')	0.0	False
3	Noonan Syndrome	MONDO:0008104	('OMIM:148050', 'KBG syndrome')	0.0	False
4	Treacher Collins Syndrome	MONDO:0007944	('OMIM:148050', 'KBG syndrome')	0.0	False
4	Treacher Collins Syndrome	MONDO:0002457	('OMIM:148050', 'KBG syndrome')	0.0	False
5	Mucopolysaccharidosis Type I	MONDO:0001586	('OMIM:148050', 'KBG syndrome')	0.0	False
6	Stickler Syndrome	MONDO:0019354	('OMIM:148050', 'KBG syndrome')	0.0	False
7	Apert Syndrome	MONDO:0007041	('OMIM:148050', 'KBG syndrome')	0.0	False
8	Osteogenesis Imperfecta	MONDO:0019019	('OMIM:148050', 'KBG syndrome')	0.0	False
