rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Treacher Collins Syndrome	MONDO:0007944	('OMIM:613717', 'Treacher Collins syndrome 2')	0.0	False
1	Treacher Collins Syndrome	MONDO:0002457	('OMIM:613717', 'Treacher Collins syndrome 2')	0.5	True
2	Goldenhar Syndrome (Oculo-Auriculo-Vertebral Spectrum)	N/A	('OMIM:613717', 'Treacher Collins syndrome 2')	0.0	False
3	Pierre Robin Sequence	MONDO:0009869	('OMIM:613717', 'Treacher Collins syndrome 2')	0.0	False
4	Nager Syndrome	MONDO:0007943	('OMIM:613717', 'Treacher Collins syndrome 2')	0.0	False
5	CHARGE Syndrome	MONDO:0008965	('OMIM:613717', 'Treacher Collins syndrome 2')	0.0	False
6	Stickler Syndrome	MONDO:0019354	('OMIM:613717', 'Treacher Collins syndrome 2')	0.0	False
7	Hemifacial Microsomia	MONDO:0015397	('OMIM:613717', 'Treacher Collins syndrome 2')	0.0	False
8	Cleft Palate-Pituitary Stalk Interruption Syndrome	N/A	('OMIM:613717', 'Treacher Collins syndrome 2')	0.0	False
9	Frontonasal Dysplasia	MONDO:0016643	('OMIM:613717', 'Treacher Collins syndrome 2')	0.0	False
9	Frontonasal Dysplasia	MONDO:0007636	('OMIM:613717', 'Treacher Collins syndrome 2')	0.0	False
10	Van der Woude Syndrome	MONDO:0019508	('OMIM:613717', 'Treacher Collins syndrome 2')	0.0	False
