rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Aarskog-Scott syndrome	MONDO:0007030	('OMIM:151100', 'LEOPARD syndrome 1')	0.0	False
1	Aarskog-Scott syndrome	MONDO:0010589	('OMIM:151100', 'LEOPARD syndrome 1')	0.0	False
1	Aarskog-Scott syndrome	MONDO:0021005	('OMIM:151100', 'LEOPARD syndrome 1')	0.0	False
2	Noonan syndrome	MONDO:0018997	('OMIM:151100', 'LEOPARD syndrome 1')	0.0	False
2	Noonan syndrome	MONDO:0008104	('OMIM:151100', 'LEOPARD syndrome 1')	0.0	False
3	22q11.2 deletion syndrome (DiGeorge syndrome)	MONDO:0018923	('OMIM:151100', 'LEOPARD syndrome 1')	0.0	False
4	Cardiofaciocutaneous syndrome	MONDO:0007265	('OMIM:151100', 'LEOPARD syndrome 1')	0.0	False
4	Cardiofaciocutaneous syndrome	MONDO:0015280	('OMIM:151100', 'LEOPARD syndrome 1')	0.0	False
5	Stickler syndrome	MONDO:0019354	('OMIM:151100', 'LEOPARD syndrome 1')	0.0	False
6	CHARGE syndrome	MONDO:0008965	('OMIM:151100', 'LEOPARD syndrome 1')	0.0	False
