rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Multiple Epiphyseal Dysplasia	MONDO:0016648	('OMIM:177170', 'Pseudoachondroplasia')	0.0	False
2	Pseudoachondroplasia	MONDO:0008322	('OMIM:177170', 'Pseudoachondroplasia')	1.0	True
3	Metaphyseal Chondrodysplasia	MONDO:0000138	('OMIM:177170', 'Pseudoachondroplasia')	0.0	False
4	Spondyloepiphyseal Dysplasia	MONDO:0007738	('OMIM:177170', 'Pseudoachondroplasia')	0.0	False
4	Spondyloepiphyseal Dysplasia	MONDO:0016761	('OMIM:177170', 'Pseudoachondroplasia')	0.0	False
5	Hypophosphatasia	MONDO:0018570	('OMIM:177170', 'Pseudoachondroplasia')	0.0	False
5	Hypophosphatasia	MONDO:0009948	('OMIM:177170', 'Pseudoachondroplasia')	0.0	False
6	Achondrogenesis	MONDO:0019648	('OMIM:177170', 'Pseudoachondroplasia')	0.0	False
7	Rickets (Nutritional or Genetic)	N/A	('OMIM:177170', 'Pseudoachondroplasia')	0.0	False
8	Osteogenesis Imperfecta	MONDO:0019019	('OMIM:177170', 'Pseudoachondroplasia')	0.0	False
