rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Lennox-Gastaut Syndrome	MONDO:0016532	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
2	Dravet Syndrome	MONDO:0100135	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
2	Dravet Syndrome	MONDO:0100079	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
3	West Syndrome	MONDO:0018097	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
4	Tuberous Sclerosis Complex	MONDO:0008612	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
4	Tuberous Sclerosis Complex	MONDO:0001734	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
5	Rasmussen Encephalitis	MONDO:0016019	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
6	Landau-Kleffner Syndrome	MONDO:0009509	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
7	Genetic Epilepsy with Febrile Seizures Plus (GEFS+)	MONDO:0018214	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
8	Progressive Myoclonic Epilepsies	MONDO:0020074	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
9	Mitochondrial Disorders	MONDO:0004069	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
10	Autoimmune Encephalitis	MONDO:0020640	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
