rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Holt-Oram Syndrome	MONDO:0007732	('OMIM:142900', 'Holt-Oram syndrome')	1.0	True
2	Fanconi Anemia	MONDO:0009215	('OMIM:142900', 'Holt-Oram syndrome')	0.0	False
2	Fanconi Anemia	MONDO:0019391	('OMIM:142900', 'Holt-Oram syndrome')	0.0	False
3	VACTERL Association	MONDO:0008642	('OMIM:142900', 'Holt-Oram syndrome')	0.0	False
4	Trisomy 18 (Edwards Syndrome)	N/A	('OMIM:142900', 'Holt-Oram syndrome')	0.0	False
5	Ellis-van Creveld Syndrome	MONDO:0009162	('OMIM:142900', 'Holt-Oram syndrome')	0.0	False
6	Noonan Syndrome	MONDO:0018997	('OMIM:142900', 'Holt-Oram syndrome')	0.0	False
6	Noonan Syndrome	MONDO:0008104	('OMIM:142900', 'Holt-Oram syndrome')	0.0	False
7	Adams-Oliver Syndrome	MONDO:0007034	('OMIM:142900', 'Holt-Oram syndrome')	0.0	False
8	Roberts Syndrome	MONDO:0100253	('OMIM:142900', 'Holt-Oram syndrome')	0.0	False
9	Acrofacial Dysostosis	MONDO:0018237	('OMIM:142900', 'Holt-Oram syndrome')	0.0	False
10	Rubinstein-Taybi Syndrome	MONDO:0019188	('OMIM:142900', 'Holt-Oram syndrome')	0.0	False
