rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Spinocerebellar Ataxia Type 7 (SCA7)	MONDO:0014410	('OMIM:215470', 'Boucher-Neuhauser syndrome')	0.0	False
2	Spinocerebellar Ataxia Type 6 (SCA6)	MONDO:0008457	('OMIM:215470', 'Boucher-Neuhauser syndrome')	0.0	False
3	Spinocerebellar Ataxia Type 2 (SCA2)	MONDO:0008457	('OMIM:215470', 'Boucher-Neuhauser syndrome')	0.0	False
4	Kallmann Syndrome	MONDO:0018800	('OMIM:215470', 'Boucher-Neuhauser syndrome')	0.0	False
5	Friedreich's Ataxia	MONDO:0100339	('OMIM:215470', 'Boucher-Neuhauser syndrome')	0.0	False
6	Niemann-Pick Disease Type C	MONDO:0018982	('OMIM:215470', 'Boucher-Neuhauser syndrome')	0.0	False
7	Wolfram Syndrome	MONDO:0018105	('OMIM:215470', 'Boucher-Neuhauser syndrome')	0.0	False
8	Ataxia-Telangiectasia	MONDO:0008840	('OMIM:215470', 'Boucher-Neuhauser syndrome')	0.0	False
9	Multiple System Atrophy	MONDO:0007803	('OMIM:215470', 'Boucher-Neuhauser syndrome')	0.0	False
10	Retinitis Pigmentosa with Cerebellar Ataxia	MONDO:0008943	('OMIM:215470', 'Boucher-Neuhauser syndrome')	0.0	False
