rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Stickler Syndrome	MONDO:0019354	('OMIM:608912', 'Myopia 6')	0.0	False
2	Marfan Syndrome	MONDO:0007947	('OMIM:608912', 'Myopia 6')	0.0	False
3	Wagner Syndrome	MONDO:0007740	('OMIM:608912', 'Myopia 6')	0.0	False
4	Pathologic Myopia	N/A	('OMIM:608912', 'Myopia 6')	0.0	False
5	Retinoschisis	MONDO:0004579	('OMIM:608912', 'Myopia 6')	0.0	False
6	Myopic Macular Degeneration	MONDO:0015807	('OMIM:608912', 'Myopia 6')	0.0	False
7	Familial High Myopia	N/A	('OMIM:608912', 'Myopia 6')	0.0	False
8	Ehlers-Danlos Syndrome	MONDO:0020066	('OMIM:608912', 'Myopia 6')	0.0	False
9	Osteogenesis Imperfecta	MONDO:0019019	('OMIM:608912', 'Myopia 6')	0.0	False
10	Sorsby's Fundus Dystrophy	MONDO:0007640	('OMIM:608912', 'Myopia 6')	0.0	False
