rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Autism Spectrum Disorder	MONDO:0005260	('OMIM:148050', 'KBG syndrome')	0.0	False
1	Autism Spectrum Disorder	MONDO:0005258	('OMIM:148050', 'KBG syndrome')	0.0	False
2	Attention Deficit Hyperactivity Disorder	MONDO:0007743	('OMIM:148050', 'KBG syndrome')	0.0	False
3	Specific Learning Disorder	MONDO:0016225	('OMIM:148050', 'KBG syndrome')	0.0	False
4	Generalized Anxiety Disorder	MONDO:0001942	('OMIM:148050', 'KBG syndrome')	0.0	False
5	Major Depressive Disorder	MONDO:0002009	('OMIM:148050', 'KBG syndrome')	0.0	False
5	Major Depressive Disorder	MONDO:0012048	('OMIM:148050', 'KBG syndrome')	0.0	False
6	Obsessive-Compulsive Disorder	MONDO:0008114	('OMIM:148050', 'KBG syndrome')	0.0	False
7	Bipolar Disorder	MONDO:0004985	('OMIM:148050', 'KBG syndrome')	0.0	False
8	Schizophrenia	MONDO:0005090	('OMIM:148050', 'KBG syndrome')	0.0	False
9	Tourette Syndrome	MONDO:0007661	('OMIM:148050', 'KBG syndrome')	0.0	False
10	Conduct Disorder	MONDO:0005352	('OMIM:148050', 'KBG syndrome')	0.0	False
