rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Fanconi Anemia	MONDO:0009215	('OMIM:609053', 'Fanconi anemia, complementation group I')	0.0	False
1	Fanconi Anemia	MONDO:0019391	('OMIM:609053', 'Fanconi anemia, complementation group I')	0.5	True
2	Nijmegen Breakage Syndrome	MONDO:0009623	('OMIM:609053', 'Fanconi anemia, complementation group I')	0.0	False
3	Ataxia-Telangiectasia	MONDO:0008840	('OMIM:609053', 'Fanconi anemia, complementation group I')	0.0	False
4	Bloom Syndrome	MONDO:0008876	('OMIM:609053', 'Fanconi anemia, complementation group I')	0.0	False
5	Shwachman-Diamond Syndrome	MONDO:0044204	('OMIM:609053', 'Fanconi anemia, complementation group I')	0.0	False
5	Shwachman-Diamond Syndrome	MONDO:0009833	('OMIM:609053', 'Fanconi anemia, complementation group I')	0.0	False
6	Dyskeratosis Congenita	MONDO:0015780	('OMIM:609053', 'Fanconi anemia, complementation group I')	0.0	False
7	Roberts Syndrome	MONDO:0100253	('OMIM:609053', 'Fanconi anemia, complementation group I')	0.0	False
8	Seckel Syndrome	MONDO:0019342	('OMIM:609053', 'Fanconi anemia, complementation group I')	0.0	False
