rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Huntington's disease	MONDO:0007739	('OMIM:606693', 'Kufor-Rakeb syndrome')	0.0	False
2	Wilson's disease	MONDO:0010200	('OMIM:606693', 'Kufor-Rakeb syndrome')	0.0	False
3	Multiple sclerosis	MONDO:0005301	('OMIM:606693', 'Kufor-Rakeb syndrome')	0.0	False
4	Frontotemporal dementia	MONDO:0017276	('OMIM:606693', 'Kufor-Rakeb syndrome')	0.0	False
4	Frontotemporal dementia	MONDO:0010857	('OMIM:606693', 'Kufor-Rakeb syndrome')	0.0	False
5	Amyotrophic lateral sclerosis	MONDO:0004976	('OMIM:606693', 'Kufor-Rakeb syndrome')	0.0	False
6	Spinocerebellar ataxia	MONDO:0000437	('OMIM:606693', 'Kufor-Rakeb syndrome')	0.0	False
6	Spinocerebellar ataxia	MONDO:0020380	('OMIM:606693', 'Kufor-Rakeb syndrome')	0.0	False
7	Alzheimer's disease	MONDO:0004975	('OMIM:606693', 'Kufor-Rakeb syndrome')	0.0	False
8	Creutzfeldt-Jakob disease	MONDO:0007403	('OMIM:606693', 'Kufor-Rakeb syndrome')	0.0	False
8	Creutzfeldt-Jakob disease	MONDO:0005357	('OMIM:606693', 'Kufor-Rakeb syndrome')	0.0	False
