rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Hyper-IgE Syndrome (Job's Syndrome)	MONDO:0018037	('OMIM:243700', 'Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections')	0.5	True
2	Common Variable Immunodeficiency (CVID)	MONDO:0015517	('OMIM:243700', 'Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections')	0.0	False
3	Chronic Mucocutaneous Candidiasis	MONDO:0015279	('OMIM:243700', 'Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections')	0.0	False
4	Wiskott-Aldrich Syndrome	MONDO:0010518	('OMIM:243700', 'Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections')	0.0	False
5	DiGeorge Syndrome	MONDO:0008564	('OMIM:243700', 'Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections')	0.0	False
5	DiGeorge Syndrome	MONDO:0018923	('OMIM:243700', 'Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections')	0.0	False
6	Chronic Granulomatous Disease	MONDO:0018305	('OMIM:243700', 'Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections')	0.0	False
7	Selective IgA Deficiency	MONDO:0001341	('OMIM:243700', 'Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections')	0.0	False
8	Autoimmune Polyendocrine Syndrome	MONDO:0017278	('OMIM:243700', 'Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections')	0.0	False
9	STAT3 Mutation-Related Immunodeficiency	N/A	('OMIM:243700', 'Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections')	0.0	False
10	GATA2 Deficiency	MONDO:0013607	('OMIM:243700', 'Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections')	0.0	False
10	GATA2 Deficiency	MONDO:0042982	('OMIM:243700', 'Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections')	0.0	False
