rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Russell-Silver Syndrome	MONDO:0008394	('OMIM:148050', 'KBG syndrome')	0.0	False
2	Cleidocranial Dysostosis	MONDO:0007340	('OMIM:148050', 'KBG syndrome')	0.0	False
3	Rubinstein-Taybi Syndrome	MONDO:0019188	('OMIM:148050', 'KBG syndrome')	0.0	False
4	Oral-Facial-Digital Syndrome	MONDO:0015375	('OMIM:148050', 'KBG syndrome')	0.0	False
5	Ectodermal Dysplasia	MONDO:0019287	('OMIM:148050', 'KBG syndrome')	0.0	False
5	Ectodermal Dysplasia	MONDO:0009773	('OMIM:148050', 'KBG syndrome')	0.0	False
6	Toriello-Carey Syndrome	MONDO:0009021	('OMIM:148050', 'KBG syndrome')	0.0	False
7	Beare-Stevenson Cutis Gyrata Syndrome	MONDO:0007412	('OMIM:148050', 'KBG syndrome')	0.0	False
8	Fanconi Anemia	MONDO:0009215	('OMIM:148050', 'KBG syndrome')	0.0	False
8	Fanconi Anemia	MONDO:0019391	('OMIM:148050', 'KBG syndrome')	0.0	False
9	Apert Syndrome	MONDO:0007041	('OMIM:148050', 'KBG syndrome')	0.0	False
