rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Down syndrome (Trisomy 21)	MONDO:0700126	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
2	Edwards syndrome (Trisomy 18)	N/A	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
3	Patau syndrome (Trisomy 13)	N/A	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
4	Turner syndrome	MONDO:0019499	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
5	Klinefelter syndrome	MONDO:0006823	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
6	Noonan syndrome	MONDO:0018997	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
6	Noonan syndrome	MONDO:0008104	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
7	Angelman syndrome	MONDO:0007113	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
8	Prader-Willi syndrome	MONDO:0008300	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
9	Smith-Lemli-Opitz syndrome	MONDO:0010035	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
10	Congenital diaphragmatic hernia	MONDO:0005711	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
