rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Ehlers-Danlos Syndrome	MONDO:0020066	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
2	Noonan Syndrome	MONDO:0018997	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
2	Noonan Syndrome	MONDO:0008104	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
3	Stickler Syndrome	MONDO:0019354	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
4	Down Syndrome	MONDO:0008608	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
5	Marfan Syndrome	MONDO:0007947	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
6	Loeys-Dietz Syndrome	MONDO:0018954	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
7	Homocystinuria	MONDO:0004737	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
8	Congenital Myopathy	MONDO:0019952	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
9	Hypotonia-Central Type	N/A	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
10	Beals Syndrome	MONDO:0007363	('OMIM:618362', 'Coffin-Siris syndrome 8')	0.0	False
