rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Friedreich's ataxia	MONDO:0100339	('OMIM:620538', 'Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia')	0.0	False
2	Ataxia-telangiectasia	MONDO:0008840	('OMIM:620538', 'Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia')	0.0	False
3	Spinocerebellar ataxia	MONDO:0000437	('OMIM:620538', 'Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia')	0.0	False
3	Spinocerebellar ataxia	MONDO:0020380	('OMIM:620538', 'Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia')	0.0	False
4	Metachromatic leukodystrophy	MONDO:0018868	('OMIM:620538', 'Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia')	0.0	False
4	Metachromatic leukodystrophy	MONDO:0009591	('OMIM:620538', 'Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia')	0.0	False
5	Wilson disease	MONDO:0010200	('OMIM:620538', 'Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia')	0.0	False
6	Tuberous sclerosis	MONDO:0001734	('OMIM:620538', 'Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia')	0.0	False
7	Progressive myoclonic epilepsy	MONDO:0020074	('OMIM:620538', 'Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia')	0.0	False
7	Progressive myoclonic epilepsy	MONDO:0009698	('OMIM:620538', 'Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia')	0.0	False
