rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Russell-Silver Syndrome	MONDO:0008394	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
2	Angelman Syndrome	MONDO:0007113	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
3	Seckel Syndrome	MONDO:0019342	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
4	Cornelia de Lange Syndrome	MONDO:0016033	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
5	Noonan Syndrome	MONDO:0018997	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
5	Noonan Syndrome	MONDO:0008104	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
6	Smith-Magenis Syndrome	MONDO:0008434	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
7	Treacher Collins Syndrome	MONDO:0007944	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
7	Treacher Collins Syndrome	MONDO:0002457	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
8	Fetal Alcohol Spectrum Disorder	MONDO:0000408	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
9	Prader-Willi Syndrome	MONDO:0008300	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
10	Fragile X Syndrome	MONDO:0010383	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
