rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Smith-Magenis syndrome	MONDO:0008434	('OMIM:148050', 'KBG syndrome')	0.0	False
2	Fragile X syndrome	MONDO:0010383	('OMIM:148050', 'KBG syndrome')	0.0	False
3	Coffin-Lowry syndrome	MONDO:0010561	('OMIM:148050', 'KBG syndrome')	0.0	False
4	Sotos syndrome	MONDO:0019349	('OMIM:148050', 'KBG syndrome')	0.0	False
5	Mowat-Wilson syndrome	MONDO:0009341	('OMIM:148050', 'KBG syndrome')	0.0	False
6	Williams syndrome	MONDO:0008678	('OMIM:148050', 'KBG syndrome')	0.0	False
7	Kabuki syndrome	MONDO:0016512	('OMIM:148050', 'KBG syndrome')	0.0	False
7	Kabuki syndrome	MONDO:0007843	('OMIM:148050', 'KBG syndrome')	0.0	False
8	Phelan-McDermid syndrome	MONDO:0011652	('OMIM:148050', 'KBG syndrome')	0.0	False
9	Prader-Willi syndrome	MONDO:0008300	('OMIM:148050', 'KBG syndrome')	0.0	False
