rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Kabuki syndrome	MONDO:0016512	('OMIM:612313', 'Glass syndrome')	0.0	False
1	Kabuki syndrome	MONDO:0007843	('OMIM:612313', 'Glass syndrome')	0.0	False
2	Down syndrome	MONDO:0008608	('OMIM:612313', 'Glass syndrome')	0.0	False
3	DiGeorge syndrome (22q11.2 deletion syndrome)	MONDO:0012020	('OMIM:612313', 'Glass syndrome')	0.0	False
4	Smith-Magenis syndrome	MONDO:0008434	('OMIM:612313', 'Glass syndrome')	0.0	False
5	Williams syndrome	MONDO:0008678	('OMIM:612313', 'Glass syndrome')	0.0	False
6	Rett syndrome	MONDO:0010726	('OMIM:612313', 'Glass syndrome')	0.0	False
7	Sotos syndrome	MONDO:0019349	('OMIM:612313', 'Glass syndrome')	0.0	False
8	Fragile X syndrome	MONDO:0010383	('OMIM:612313', 'Glass syndrome')	0.0	False
9	Angelman syndrome	MONDO:0007113	('OMIM:612313', 'Glass syndrome')	0.0	False
