rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Coffin-Siris syndrome	MONDO:0015452	('OMIM:614608', 'Coffin-Siris syndrome 3')	0.5	True
1	Coffin-Siris syndrome	MONDO:0007617	('OMIM:614608', 'Coffin-Siris syndrome 3')	0.0	False
2	Angelman syndrome	MONDO:0007113	('OMIM:614608', 'Coffin-Siris syndrome 3')	0.0	False
3	Smith-Lemli-Opitz syndrome	MONDO:0010035	('OMIM:614608', 'Coffin-Siris syndrome 3')	0.0	False
4	Mowat-Wilson syndrome	MONDO:0009341	('OMIM:614608', 'Coffin-Siris syndrome 3')	0.0	False
5	Cornelia de Lange syndrome	MONDO:0016033	('OMIM:614608', 'Coffin-Siris syndrome 3')	0.0	False
6	Williams syndrome	MONDO:0008678	('OMIM:614608', 'Coffin-Siris syndrome 3')	0.0	False
7	Pitt-Hopkins syndrome	MONDO:0012589	('OMIM:614608', 'Coffin-Siris syndrome 3')	0.0	False
8	Rett syndrome	MONDO:0010726	('OMIM:614608', 'Coffin-Siris syndrome 3')	0.0	False
9	22q11.2 deletion syndrome	MONDO:0008564	('OMIM:614608', 'Coffin-Siris syndrome 3')	0.0	False
9	22q11.2 deletion syndrome	MONDO:0018923	('OMIM:614608', 'Coffin-Siris syndrome 3')	0.0	False
10	Kleefstra syndrome	MONDO:0012455	('OMIM:614608', 'Coffin-Siris syndrome 3')	0.0	False
10	Kleefstra syndrome	MONDO:0027407	('OMIM:614608', 'Coffin-Siris syndrome 3')	0.0	False
