rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Kleefstra syndrome	MONDO:0012455	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
1	Kleefstra syndrome	MONDO:0027407	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
2	Williams syndrome	MONDO:0008678	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
3	22q11.2 deletion syndrome (DiGeorge syndrome)	MONDO:0018923	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
4	Rubinstein-Taybi syndrome	MONDO:0019188	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
5	Kabuki syndrome	MONDO:0016512	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
5	Kabuki syndrome	MONDO:0007843	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
6	Smith-Magenis syndrome	MONDO:0008434	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
7	Noonan syndrome	MONDO:0008104	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
7	Noonan syndrome	MONDO:0018997	('OMIM:615502', 'Intellectual developmental disorder, autosomal dominant 21')	0.0	False
