rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Kleefstra syndrome	MONDO:0012455	('OMIM:618089', 'Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities')	0.0	False
1	Kleefstra syndrome	MONDO:0027407	('OMIM:618089', 'Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities')	0.0	False
2	CHARGE syndrome	MONDO:0008965	('OMIM:618089', 'Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities')	0.0	False
3	22q11.2 deletion syndrome (DiGeorge syndrome)	MONDO:0018923	('OMIM:618089', 'Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities')	0.0	False
4	Smith-Magenis syndrome	MONDO:0008434	('OMIM:618089', 'Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities')	0.0	False
5	Williams syndrome	MONDO:0008678	('OMIM:618089', 'Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities')	0.0	False
6	Noonan syndrome	MONDO:0008104	('OMIM:618089', 'Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities')	0.0	False
6	Noonan syndrome	MONDO:0018997	('OMIM:618089', 'Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities')	0.0	False
7	Sotos syndrome	MONDO:0019349	('OMIM:618089', 'Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities')	0.0	False
8	Kabuki syndrome	MONDO:0016512	('OMIM:618089', 'Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities')	0.0	False
8	Kabuki syndrome	MONDO:0007843	('OMIM:618089', 'Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities')	0.0	False
9	Fragile X syndrome	MONDO:0010383	('OMIM:618089', 'Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities')	0.0	False
10	Angelman syndrome	MONDO:0007113	('OMIM:618089', 'Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities')	0.0	False
