rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Fragile X syndrome	MONDO:0010383	('OMIM:612313', 'Glass syndrome')	0.0	False
2	Williams syndrome	MONDO:0008678	('OMIM:612313', 'Glass syndrome')	0.0	False
3	Down syndrome (Trisomy 21)	MONDO:0700126	('OMIM:612313', 'Glass syndrome')	0.0	False
4	Rett syndrome	MONDO:0010726	('OMIM:612313', 'Glass syndrome')	0.0	False
5	Angelman syndrome	MONDO:0007113	('OMIM:612313', 'Glass syndrome')	0.0	False
6	Prader-Willi syndrome	MONDO:0008300	('OMIM:612313', 'Glass syndrome')	0.0	False
7	Smith-Magenis syndrome	MONDO:0008434	('OMIM:612313', 'Glass syndrome')	0.0	False
8	Sanfilippo syndrome (Mucopolysaccharidosis type III)	MONDO:0018937	('OMIM:612313', 'Glass syndrome')	0.0	False
9	22q11.2 deletion syndrome (DiGeorge syndrome)	MONDO:0018923	('OMIM:612313', 'Glass syndrome')	0.0	False
10	Noonan syndrome	MONDO:0008104	('OMIM:612313', 'Glass syndrome')	0.0	False
10	Noonan syndrome	MONDO:0018997	('OMIM:612313', 'Glass syndrome')	0.0	False
