rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Rett syndrome	MONDO:0010726	('OMIM:620732', 'Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities')	0.0	False
2	Pelizaeus-Merzbacher disease	MONDO:0010714	('OMIM:620732', 'Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities')	0.0	False
3	Leigh syndrome	MONDO:0009723	('OMIM:620732', 'Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities')	0.0	False
4	Aicardi-Goutières syndrome	MONDO:0018866	('OMIM:620732', 'Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities')	0.0	False
5	Alexander disease	MONDO:0008752	('OMIM:620732', 'Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities')	0.0	False
6	GLUT1 deficiency syndrome	MONDO:0000188	('OMIM:620732', 'Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities')	0.0	False
6	GLUT1 deficiency syndrome	MONDO:0011724	('OMIM:620732', 'Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities')	0.0	False
7	Metachromatic leukodystrophy	MONDO:0009591	('OMIM:620732', 'Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities')	0.0	False
7	Metachromatic leukodystrophy	MONDO:0018868	('OMIM:620732', 'Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities')	0.0	False
8	Krabbe disease	MONDO:0009499	('OMIM:620732', 'Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities')	0.0	False
