rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Hereditary spastic paraplegia (HSP)	MONDO:0019064	('OMIM:616907', 'Spastic paraplegia 76, autosomal recessive')	0.5	True
2	Primary lateral sclerosis (PLS)	MONDO:0018155	('OMIM:616907', 'Spastic paraplegia 76, autosomal recessive')	0.0	False
3	Spinal muscular atrophy (SMA)	MONDO:0001516	('OMIM:616907', 'Spastic paraplegia 76, autosomal recessive')	0.0	False
4	Amyotrophic lateral sclerosis (ALS)	MONDO:0004976	('OMIM:616907', 'Spastic paraplegia 76, autosomal recessive')	0.0	False
5	Multiple sclerosis (MS)	N/A	('OMIM:616907', 'Spastic paraplegia 76, autosomal recessive')	0.0	False
6	Adrenomyeloneuropathy (AMN)	MONDO:0015339	('OMIM:616907', 'Spastic paraplegia 76, autosomal recessive')	0.0	False
7	Dopa-responsive dystonia (DRD)	MONDO:0016812	('OMIM:616907', 'Spastic paraplegia 76, autosomal recessive')	0.0	False
8	Spastic paraplegia type 7 (SPG7)	MONDO:0010878	('OMIM:616907', 'Spastic paraplegia 76, autosomal recessive')	0.0	False
9	Spastic paraplegia type 4 (SPG4)	MONDO:0008438	('OMIM:616907', 'Spastic paraplegia 76, autosomal recessive')	0.0	False
10	Spastic paraplegia type 3A (SPG3A)	MONDO:0012643	('OMIM:616907', 'Spastic paraplegia 76, autosomal recessive')	0.0	False
