rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Cone dystrophy with supernormal rod response (CDSRR)	MONDO:0012475	('OMIM:608415', 'Prolonged electroretinal response suppression 1')	0.0	False
2	Achromatopsia	MONDO:0018852	('OMIM:608415', 'Prolonged electroretinal response suppression 1')	0.0	False
3	Stargardt disease	MONDO:0019353	('OMIM:608415', 'Prolonged electroretinal response suppression 1')	0.0	False
4	Retinitis pigmentosa	MONDO:0019200	('OMIM:608415', 'Prolonged electroretinal response suppression 1')	0.0	False
4	Retinitis pigmentosa	MONDO:0008377	('OMIM:608415', 'Prolonged electroretinal response suppression 1')	0.0	False
5	Leber congenital amaurosis	MONDO:0018998	('OMIM:608415', 'Prolonged electroretinal response suppression 1')	0.0	False
6	Usher syndrome	MONDO:0019501	('OMIM:608415', 'Prolonged electroretinal response suppression 1')	0.0	False
7	Cone-rod dystrophy	MONDO:0100438	('OMIM:608415', 'Prolonged electroretinal response suppression 1')	0.0	False
7	Cone-rod dystrophy	MONDO:0007362	('OMIM:608415', 'Prolonged electroretinal response suppression 1')	0.0	False
7	Cone-rod dystrophy	MONDO:0015993	('OMIM:608415', 'Prolonged electroretinal response suppression 1')	0.0	False
7	Cone-rod dystrophy	MONDO:0011458	('OMIM:608415', 'Prolonged electroretinal response suppression 1')	0.0	False
