rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Schinzel-Giedion syndrome	MONDO:0010010	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
2	Rett syndrome	MONDO:0010726	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
3	Cerebral palsy	MONDO:0006497	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
4	Aicardi syndrome	MONDO:0010568	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
5	Zellweger spectrum disorder	MONDO:0019234	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
6	Hypoxic-ischemic encephalopathy	MONDO:0006663	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
7	Down syndrome (Trisomy 21)	MONDO:0700126	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
8	Walker-Warburg syndrome	MONDO:0000171	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
9	Malformations of cortical development	MONDO:0017094	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
10	Joubert syndrome	MONDO:0018772	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
10	Joubert syndrome	MONDO:0008944	('OMIM:612164', 'Developmental and epileptic encephalopathy 4')	0.0	False
