rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Familial hypercholesterolemia	MONDO:0005439	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
2	Marfan syndrome	MONDO:0007947	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
3	Hereditary spherocytosis	MONDO:0019350	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
4	Hemochromatosis	MONDO:0006507	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
4	Hemochromatosis	MONDO:0021001	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
5	Ehlers-Danlos syndrome	MONDO:0020066	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
6	Autosomal dominant polycystic kidney disease (ADPKD)	MONDO:0004691	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
7	Huntington's disease	MONDO:0007739	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
8	Neurofibromatosis type 1	MONDO:0018975	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
9	Adult-onset still's disease	MONDO:0019355	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
10	Wilson's disease	MONDO:0010200	('OMIM:613826', 'Leber congenital amaurosis 6')	0.0	False
