rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Joubert syndrome	MONDO:0018772	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
1	Joubert syndrome	MONDO:0008944	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
2	Ataxia-telangiectasia	MONDO:0008840	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
3	Friedreich's ataxia	MONDO:0100339	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
4	Rett syndrome (male variant)	N/A	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
5	Sialidosis (type I)	MONDO:0019346	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
6	Pelizaeus-Merzbacher disease	MONDO:0010714	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
7	Spinocerebellar ataxia (various types)	MONDO:0008457	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
8	Angelman syndrome	MONDO:0007113	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
9	GLUT1 deficiency syndrome	MONDO:0000188	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
9	GLUT1 deficiency syndrome	MONDO:0011724	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
10	Charcot-Marie-Tooth disease	MONDO:0015626	('OMIM:614322', 'Spinocerebellar ataxia, autosomal recessive 12')	0.0	False
