rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Mucopolysaccharidosis type I (Hurler syndrome)	MONDO:0001586	('OMIM:620428', 'Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities')	0.0	False
2	Rett syndrome	MONDO:0010726	('OMIM:620428', 'Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities')	0.0	False
3	Smith-Lemli-Opitz syndrome	MONDO:0010035	('OMIM:620428', 'Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities')	0.0	False
4	Sotos syndrome	MONDO:0019349	('OMIM:620428', 'Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities')	0.0	False
5	Pallister-Killian syndrome	MONDO:0011146	('OMIM:620428', 'Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities')	0.0	False
6	Hunter syndrome (Mucopolysaccharidosis type II)	N/A	('OMIM:620428', 'Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities')	0.0	False
7	Sanfilippo syndrome (Mucopolysaccharidosis type III)	MONDO:0018937	('OMIM:620428', 'Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities')	0.0	False
8	Coffin-Lowry syndrome	MONDO:0010561	('OMIM:620428', 'Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities')	0.0	False
9	Angelman syndrome	MONDO:0007113	('OMIM:620428', 'Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities')	0.0	False
10	Wolf-Hirschhorn syndrome	MONDO:0008684	('OMIM:620428', 'Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities')	0.0	False
