rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Cornelia de Lange syndrome	MONDO:0016033	('OMIM:617694', 'Al Kaissi syndrome')	0.0	False
2	Williams syndrome	MONDO:0008678	('OMIM:617694', 'Al Kaissi syndrome')	0.0	False
3	Rubinstein-Taybi syndrome	MONDO:0019188	('OMIM:617694', 'Al Kaissi syndrome')	0.0	False
4	Smith-Lemli-Opitz syndrome	MONDO:0010035	('OMIM:617694', 'Al Kaissi syndrome')	0.0	False
5	Noonan syndrome	MONDO:0008104	('OMIM:617694', 'Al Kaissi syndrome')	0.0	False
5	Noonan syndrome	MONDO:0018997	('OMIM:617694', 'Al Kaissi syndrome')	0.0	False
6	Kabuki syndrome	MONDO:0016512	('OMIM:617694', 'Al Kaissi syndrome')	0.0	False
6	Kabuki syndrome	MONDO:0007843	('OMIM:617694', 'Al Kaissi syndrome')	0.0	False
7	Coffin-Siris syndrome	MONDO:0015452	('OMIM:617694', 'Al Kaissi syndrome')	0.0	False
7	Coffin-Siris syndrome	MONDO:0007617	('OMIM:617694', 'Al Kaissi syndrome')	0.0	False
