rank	disease_name	disease_identifier	correct_ID	grounded_score	is_correct
1	Hyper IgE Syndrome (Job's Syndrome)	MONDO:0018037	('OMIM:212050', 'Immunodeficiency 103, susceptibility to fungal infection')	0.0	False
2	Chronic Mucocutaneous Candidiasis (CMC)	N/A	('OMIM:212050', 'Immunodeficiency 103, susceptibility to fungal infection')	0.0	False
3	Autosomal Dominant Hyper IgE Syndrome (AD-HIES)	MONDO:0800131	('OMIM:212050', 'Immunodeficiency 103, susceptibility to fungal infection')	0.0	False
4	Autosomal Recessive Hyper IgE Syndrome (AR-HIES)	MONDO:0800131	('OMIM:212050', 'Immunodeficiency 103, susceptibility to fungal infection')	0.0	False
5	Combined Immunodeficiency	MONDO:0015131	('OMIM:212050', 'Immunodeficiency 103, susceptibility to fungal infection')	0.0	False
6	DOCK8 Deficiency	MONDO:0009478	('OMIM:212050', 'Immunodeficiency 103, susceptibility to fungal infection')	0.0	False
7	STAT3 Deficiency	MONDO:0007818	('OMIM:212050', 'Immunodeficiency 103, susceptibility to fungal infection')	0.0	False
8	APECED Syndrome (Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy)	MONDO:0009411	('OMIM:212050', 'Immunodeficiency 103, susceptibility to fungal infection')	0.0	False
9	ZAP70 Deficiency	N/A	('OMIM:212050', 'Immunodeficiency 103, susceptibility to fungal infection')	0.0	False
10	WHIM Syndrome (Warts, Hypogammaglobulinemia, Infections, and Myelokathexis)	MONDO:8000006	('OMIM:212050', 'Immunodeficiency 103, susceptibility to fungal infection')	0.0	False
