label	term	score	rank
PMID_33731876_fam289_de-prompt.txt	MONDO:0800453	1.0	1
PMID_33731876_fam289_de-prompt.txt	MONDO:0016532	0.5	2
PMID_33731876_fam289_de-prompt.txt	MONDO:0010826	0.3333333333333333	3
PMID_33731876_fam289_de-prompt.txt	MONDO:0011416	0.25	4
PMID_33731876_fam289_de-prompt.txt	MONDO:0100079	0.2	5
PMID_28202457_F1_1_2_de-prompt.txt	MONDO:0008840	1.0	1
PMID_28202457_F1_1_2_de-prompt.txt	MONDO:0019391	0.5	2
PMID_28202457_F1_1_2_de-prompt.txt	MONDO:0044204	0.3333333333333333	3
PMID_28202457_F1_1_2_de-prompt.txt	MONDO:0010743	0.25	4
STX_31130284_UPN_0657_de-prompt.txt	MONDO:0010726	1.0	1
STX_31130284_UPN_0657_de-prompt.txt	MONDO:0007113	0.5	2
STX_31130284_UPN_0657_de-prompt.txt	MONDO:0010383	0.3333333333333333	3
STX_31130284_UPN_0657_de-prompt.txt	MONDO:0008608	0.25	4
STX_31130284_UPN_0657_de-prompt.txt	MONDO:0008300	0.2	5
PMID_32765928_Case_3_de-prompt.txt	MONDO:0100082	1.0	1
PMID_32765928_Case_3_de-prompt.txt	MONDO:0015280	0.5	2
PMID_32765928_Case_3_de-prompt.txt	MONDO:0009026	0.3333333333333333	3
PMID_32765928_Case_3_de-prompt.txt	MONDO:0016512	0.25	4
PMID_36446582_Goldenberg2016_P1_de-prompt.txt	MONDO:0010726	1.0	1
PMID_36446582_Goldenberg2016_P1_de-prompt.txt	MONDO:0007113	0.5	2
PMID_36446582_Goldenberg2016_P1_de-prompt.txt	MONDO:0008434	0.3333333333333333	3
PMID_36446582_Goldenberg2016_P1_de-prompt.txt	MONDO:0019188	0.25	4
PMID_36446582_Goldenberg2016_P1_de-prompt.txt	MONDO:0016033	0.2	5
PMID_37352860_Individual_5_de-prompt.txt	MONDO:0016033	1.0	1
PMID_37352860_Individual_5_de-prompt.txt	MONDO:0019188	0.5	2
PMID_37352860_Individual_5_de-prompt.txt	MONDO:0015452	0.3333333333333333	3
PMID_37352860_Individual_5_de-prompt.txt	MONDO:0015375	0.25	4
PMID_37352860_Individual_5_de-prompt.txt	MONDO:0010035	0.2	5
PMID_33377604_case_de-prompt.txt	MONDO:0010035	1.0	1
PMID_33377604_case_de-prompt.txt	MONDO:0012589	0.5	2
PMID_33377604_case_de-prompt.txt	MONDO:0008678	0.3333333333333333	3
PMID_33377604_case_de-prompt.txt	MONDO:0016512	0.25	4
PMID_33377604_case_de-prompt.txt	MONDO:0008300	0.2	5
PMID_22736615_Patient_2_de-prompt.txt	MONDO:0004737	1.0	1
PMID_22736615_Patient_2_de-prompt.txt	MONDO:0007947	0.5	2
PMID_22736615_Patient_2_de-prompt.txt	MONDO:0018096	0.3333333333333333	3
PMID_36446582_Parenti2021_P13_de-prompt.txt	MONDO:0016033	1.0	1
PMID_36446582_Parenti2021_P13_de-prompt.txt	MONDO:0011518	0.5	2
PMID_36446582_Parenti2021_P13_de-prompt.txt	MONDO:0007621	0.3333333333333333	3
PMID_36446582_Parenti2021_P13_de-prompt.txt	MONDO:0015452	0.25	4
PMID_36446582_Parenti2021_P13_de-prompt.txt	MONDO:0008434	0.2	5
PMID_34645992_Individual_5_de-prompt.txt	MONDO:0010383	1.0	1
PMID_34645992_Individual_5_de-prompt.txt	MONDO:0008678	0.5	2
PMID_34645992_Individual_5_de-prompt.txt	MONDO:0019349	0.3333333333333333	3
PMID_34645992_Individual_5_de-prompt.txt	MONDO:0008104	0.25	4
PMID_34645992_Individual_5_de-prompt.txt	MONDO:0018923	0.2	5
PMID_25896430_Patient_3_de-prompt.txt	MONDO:0016512	1.0	1
PMID_25896430_Patient_3_de-prompt.txt	MONDO:0010650	0.5	2
PMID_25896430_Patient_3_de-prompt.txt	MONDO:0010854	0.3333333333333333	3
PMID_36446582_Ockeloen2015_P20_de-prompt.txt	MONDO:0008678	1.0	1
PMID_36446582_Ockeloen2015_P20_de-prompt.txt	MONDO:0010561	0.5	2
PMID_36446582_Ockeloen2015_P20_de-prompt.txt	MONDO:0019349	0.3333333333333333	3
PMID_36446582_Ockeloen2015_P20_de-prompt.txt	MONDO:0010193	0.25	4
PMID_36446582_Ockeloen2015_P20_de-prompt.txt	MONDO:0019188	0.2	5
PMID_33731876_fam234_de-prompt.txt	MONDO:0011724	1.0	1
PMID_33731876_fam234_de-prompt.txt	MONDO:0009723	0.5	2
PMID_33731876_fam234_de-prompt.txt	MONDO:0010789	0.3333333333333333	3
PMID_33731876_fam234_de-prompt.txt	MONDO:0008840	0.25	4
PMID_33731876_fam234_de-prompt.txt	MONDO:0000437	0.2	5
PMID_33731876_fam364_de-prompt.txt	MONDO:0010383	1.0	1
PMID_33731876_fam364_de-prompt.txt	MONDO:0010726	0.5	2
PMID_33731876_fam364_de-prompt.txt	MONDO:0008434	0.3333333333333333	3
PMID_33731876_fam364_de-prompt.txt	MONDO:0007113	0.25	4
PMID_33731876_fam364_de-prompt.txt	MONDO:0008678	0.2	5
STX_29264391_Patient_6_de-prompt.txt	MONDO:0010726	1.0	1
STX_29264391_Patient_6_de-prompt.txt	MONDO:0100079	0.5	2
STX_29264391_Patient_6_de-prompt.txt	MONDO:0016532	0.3333333333333333	3
STX_29264391_Patient_6_de-prompt.txt	MONDO:0008612	0.25	4
STX_29264391_Patient_6_de-prompt.txt	MONDO:0007113	0.2	5
PMID_27843126_B_III_1_de-prompt.txt	MONDO:0001516	1.0	1
PMID_27843126_B_III_1_de-prompt.txt	MONDO:0019011	0.5	2
PMID_27843126_B_III_1_de-prompt.txt	MONDO:0020066	0.3333333333333333	3
PMID_27843126_B_III_1_de-prompt.txt	MONDO:0018940	0.25	4
PMID_27843126_B_III_1_de-prompt.txt	MONDO:0015358	0.2	5
STX_STXBP1adult_Pt16_de-prompt.txt	MONDO:0010726	1.0	1
STX_STXBP1adult_Pt16_de-prompt.txt	MONDO:0100079	0.5	2
STX_STXBP1adult_Pt16_de-prompt.txt	MONDO:0016532	0.3333333333333333	3
STX_STXBP1adult_Pt16_de-prompt.txt	MONDO:0007113	0.25	4
STX_STXBP1adult_Pt16_de-prompt.txt	MONDO:0011652	0.2	5
PMID_28202457_F2_II_1_de-prompt.txt	MONDO:0019391	1.0	1
PMID_28202457_F2_II_1_de-prompt.txt	MONDO:0015780	0.5	2
PMID_28202457_F2_II_1_de-prompt.txt	MONDO:0044204	0.3333333333333333	3
PMID_28202457_F2_II_1_de-prompt.txt	MONDO:0012548	0.25	4
PMID_12203992_B37_de-prompt.txt	MONDO:0007947	1.0	1
PMID_12203992_B37_de-prompt.txt	MONDO:0018954	0.5	2
PMID_12203992_B37_de-prompt.txt	MONDO:0007524	0.3333333333333333	3
