label	term	score	rank
PMID_39069253_individual_25_Kruszka_et_al_it-prompt.txt	MONDO:0018940	1.0	1
PMID_39069253_individual_25_Kruszka_et_al_it-prompt.txt	MONDO:0008300	0.5	2
PMID_39069253_individual_25_Kruszka_et_al_it-prompt.txt	MONDO:0018958	0.3333333333333333	3
PMID_39069253_individual_25_Kruszka_et_al_it-prompt.txt	MONDO:0008056	0.25	4
PMID_39069253_individual_25_Kruszka_et_al_it-prompt.txt	MONDO:0007201	0.2	5
PMID_33731876_fam301_it-prompt.txt	MONDO:0010726	1.0	1
PMID_33731876_fam301_it-prompt.txt	MONDO:0001734	0.5	2
PMID_33731876_fam301_it-prompt.txt	MONDO:0010383	0.3333333333333333	3
PMID_33731876_fam301_it-prompt.txt	MONDO:0007113	0.25	4
PMID_33731876_fam301_it-prompt.txt	MONDO:0100135	0.2	5
PMID_33731876_fam251_it-prompt.txt	Ohtahara syndrome (Early Infantile Epileptic Encephalopathy)	1.0	1
PMID_33731876_fam251_it-prompt.txt	MONDO:0018097	0.5	2
PMID_33731876_fam251_it-prompt.txt	MONDO:0100135	0.3333333333333333	3
PMID_33731876_fam251_it-prompt.txt	MONDO:0016532	0.25	4
PMID_33731876_fam251_it-prompt.txt	MONDO:0009945	0.2	5
PMID_32404357_III_2_it-prompt.txt	MONDO:0018096	1.0	1
PMID_32404357_III_2_it-prompt.txt	MONDO:0004737	0.5	2
PMID_32404357_III_2_it-prompt.txt	Marfan syndrome (unlikely due to exclusion criteria)	0.3333333333333333	3
PMID_32404357_III_2_it-prompt.txt	Stickler syndrome (unlikely due to exclusion criteria)	0.25	4
PMID_32404357_III_2_it-prompt.txt	Congenital ectopia lentis (unlikely due to exclusion criteria)	0.2	5
STX_EG0451P_it-prompt.txt	MONDO:0007113	1.0	1
STX_EG0451P_it-prompt.txt	MONDO:0010726	0.5	2
STX_EG0451P_it-prompt.txt	MONDO:0018772	0.3333333333333333	3
STX_EG0451P_it-prompt.txt	MONDO:0020135	0.25	4
STX_EG0451P_it-prompt.txt	MONDO:0008840	0.2	5
STX_EG0451P_it-prompt.txt	MONDO:0015286	0.16666666666666666	6
PMID_34722527_individual_SED_4_Gerber_S_Completeexon_i_it-prompt.txt	MONDO:0007947	1.0	1
PMID_34722527_individual_SED_4_Gerber_S_Completeexon_i_it-prompt.txt	MONDO:0020066	0.5	2
PMID_34722527_individual_SED_4_Gerber_S_Completeexon_i_it-prompt.txt	MONDO:0018975	0.3333333333333333	3
PMID_34722527_individual_SED_4_Gerber_S_Completeexon_i_it-prompt.txt	MONDO:0019350	0.25	4
PMID_34722527_individual_SED_4_Gerber_S_Completeexon_i_it-prompt.txt	MONDO:0010679	0.2	5
PMID_35150594_L_II_1_it-prompt.txt	MONDO:0007113	1.0	1
PMID_35150594_L_II_1_it-prompt.txt	MONDO:0010726	0.5	2
PMID_35150594_L_II_1_it-prompt.txt	MONDO:0010200	0.3333333333333333	3
PMID_35150594_L_II_1_it-prompt.txt	MONDO:0009723	0.25	4
PMID_35150594_L_II_1_it-prompt.txt	MONDO:0016621	0.2	5
PMID_17661820_7_it-prompt.txt	MONDO:0018997	1.0	1
PMID_17661820_7_it-prompt.txt	MONDO:0019499	0.5	2
PMID_17661820_7_it-prompt.txt	MONDO:0008678	0.3333333333333333	3
PMID_17661820_7_it-prompt.txt	MONDO:0007318	0.25	4
PMID_17661820_7_it-prompt.txt	MONDO:0005453	0.2	5
PMID_12203992_B52_it-prompt.txt	MONDO:0007947	1.0	1
PMID_12203992_B52_it-prompt.txt	MONDO:0018954	0.5	2
PMID_12203992_B52_it-prompt.txt	MONDO:0020066	0.3333333333333333	3
PMID_12203992_B52_it-prompt.txt	MONDO:0004737	0.25	4
PMID_36074901_22_it-prompt.txt	MONDO:0018097	1.0	1
PMID_36074901_22_it-prompt.txt	MONDO:0016532	0.5	2
PMID_36074901_22_it-prompt.txt	MONDO:0100135	0.3333333333333333	3
PMID_36074901_22_it-prompt.txt	MONDO:0007113	0.25	4
PMID_36074901_22_it-prompt.txt	MONDO:0001734	0.2	5
PMID_36446582_Goldenberg2016_P17_it-prompt.txt	MONDO:0016033	1.0	1
PMID_36446582_Goldenberg2016_P17_it-prompt.txt	MONDO:0008434	0.5	2
PMID_36446582_Goldenberg2016_P17_it-prompt.txt	MONDO:0019188	0.3333333333333333	3
PMID_36446582_Goldenberg2016_P17_it-prompt.txt	MONDO:0008394	0.25	4
PMID_36446582_Goldenberg2016_P17_it-prompt.txt	MONDO:0019499	0.2	5
PMID_25835445_4_III_2_it-prompt.txt	MONDO:0019508	1.0	1
PMID_25835445_4_III_2_it-prompt.txt	MONDO:0018954	0.5	2
PMID_25835445_4_III_2_it-prompt.txt	MONDO:0018923	0.3333333333333333	3
PMID_25835445_4_III_2_it-prompt.txt	MONDO:0019354	0.25	4
PMID_25835445_4_III_2_it-prompt.txt	MONDO:0009869	0.2	5
PMID_37711075_Family_2_MR176_0_it-prompt.txt	MONDO:0010726	1.0	1
PMID_37711075_Family_2_MR176_0_it-prompt.txt	MONDO:0007113	0.5	2
PMID_37711075_Family_2_MR176_0_it-prompt.txt	MONDO:0016532	0.3333333333333333	3
PMID_37711075_Family_2_MR176_0_it-prompt.txt	MONDO:0100135	0.25	4
PMID_37711075_Family_2_MR176_0_it-prompt.txt	MONDO:0012589	0.2	5
PMID_37196654_Individual_32_it-prompt.txt	MONDO:0019349	1.0	1
PMID_37196654_Individual_32_it-prompt.txt	MONDO:0010193	0.5	2
PMID_37196654_Individual_32_it-prompt.txt	MONDO:0007534	0.3333333333333333	3
PMID_37196654_Individual_32_it-prompt.txt	MONDO:0018997	0.25	4
PMID_37196654_Individual_32_it-prompt.txt	MONDO:0010035	0.2	5
PMID_36303223_individual_7_PMID_12112661_it-prompt.txt	MONDO:0005027	1.0	1
PMID_36303223_individual_7_PMID_12112661_it-prompt.txt	MONDO:0009696	0.5	2
PMID_36303223_individual_7_PMID_12112661_it-prompt.txt	MONDO:0005115	0.3333333333333333	3
PMID_36303223_individual_7_PMID_12112661_it-prompt.txt	MONDO:0016532	0.25	4
PMID_36303223_individual_7_PMID_12112661_it-prompt.txt	MONDO:0100135	0.2	5
PMID_36303223_individual_7_PMID_12112661_it-prompt.txt	MONDO:0850093	0.16666666666666666	6
PMID_36303223_individual_7_PMID_12112661_it-prompt.txt	MONDO:0009509	0.14285714285714285	7
PMID_36303223_individual_7_PMID_12112661_it-prompt.txt	MONDO:0016019	0.125	8
PMID_36303223_individual_7_PMID_12112661_it-prompt.txt	MONDO:0020300	0.1111111111111111	9
PMID_36303223_individual_7_PMID_12112661_it-prompt.txt	MONDO:0007295	0.1	10
PMID_36446582_Walz2015_PA_it-prompt.txt	MONDO:0016033	1.0	1
PMID_36446582_Walz2015_PA_it-prompt.txt	MONDO:0015452	0.5	2
PMID_36446582_Walz2015_PA_it-prompt.txt	MONDO:0019188	0.3333333333333333	3
PMID_36446582_Walz2015_PA_it-prompt.txt	MONDO:0007621	0.25	4
PMID_36446582_Walz2015_PA_it-prompt.txt	MONDO:0007843	0.2	5
STX_29718889_Case_it-prompt.txt	MONDO:0018097	1.0	1
STX_29718889_Case_it-prompt.txt	MONDO:0100062	0.5	2
STX_29718889_Case_it-prompt.txt	MONDO:0010568	0.3333333333333333	3
STX_29718889_Case_it-prompt.txt	MONDO:0016532	0.25	4
STX_29718889_Case_it-prompt.txt	MONDO:0019234	0.2	5
PMID_27743463_S5_it-prompt.txt	MONDO:0019169	1.0	1
PMID_27743463_S5_it-prompt.txt	MONDO:0100133	0.5	2
PMID_27743463_S5_it-prompt.txt	MONDO:0011628	0.3333333333333333	3
PMID_27743463_S5_it-prompt.txt	MONDO:0018158	0.25	4
PMID_27743463_S5_it-prompt.txt	MONDO:0004739	0.2	5
PMID_34722527_individual_individual_2_Naeimeh_Tayebi_Targetednextg_it-prompt.txt	MONDO:0007947	1.0	1
PMID_34722527_individual_individual_2_Naeimeh_Tayebi_Targetednextg_it-prompt.txt	MONDO:0020066	0.5	2
PMID_34722527_individual_individual_2_Naeimeh_Tayebi_Targetednextg_it-prompt.txt	MONDO:0018975	0.3333333333333333	3
PMID_34722527_individual_individual_2_Naeimeh_Tayebi_Targetednextg_it-prompt.txt	MONDO:0019350	0.25	4
PMID_34722527_individual_individual_2_Naeimeh_Tayebi_Targetednextg_it-prompt.txt	MONDO:0010679	0.2	5
PMID_31332438_A_III_2_it-prompt.txt	MONDO:0015626	1.0	1
PMID_31332438_A_III_2_it-prompt.txt	MONDO:0100339	0.5	2
PMID_31332438_A_III_2_it-prompt.txt	MONDO:0008087	0.3333333333333333	3
PMID_31332438_A_III_2_it-prompt.txt	MONDO:0009958	0.25	4
PMID_25868664_Family_7_Case_1_it-prompt.txt	MONDO:0018997	1.0	1
PMID_25868664_Family_7_Case_1_it-prompt.txt	MONDO:0009026	0.5	2
PMID_25868664_Family_7_Case_1_it-prompt.txt	MONDO:0002413	0.3333333333333333	3
PMID_25868664_Family_7_Case_1_it-prompt.txt	MONDO:0010789	0.25	4
PMID_25868664_Family_7_Case_1_it-prompt.txt	MONDO:0010543	0.2	5
PMID_9817917_Family_1_individual_5519_it-prompt.txt	MONDO:0018105	1.0	1
PMID_9817917_Family_1_individual_5519_it-prompt.txt	MONDO:0008763	0.5	2
PMID_9817917_Family_1_individual_5519_it-prompt.txt	MONDO:0015229	0.3333333333333333	3
PMID_9817917_Family_1_individual_5519_it-prompt.txt	MONDO:0044970	0.25	4
PMID_9817917_Family_1_individual_5519_it-prompt.txt	MONDO:0020250	0.2	5
PMID_37761890_12__it-prompt.txt	MONDO:0007113	1.0	1
PMID_37761890_12__it-prompt.txt	MONDO:0010726	0.5	2
PMID_37761890_12__it-prompt.txt	MONDO:0010383	0.3333333333333333	3
PMID_37761890_12__it-prompt.txt	MONDO:0008300	0.25	4
PMID_37761890_12__it-prompt.txt	MONDO:0008434	0.2	5
PMID_22541558_individual_K_1_it-prompt.txt	MONDO:0019499	1.0	1
PMID_22541558_individual_K_1_it-prompt.txt	MONDO:0018997	0.5	2
PMID_22541558_individual_K_1_it-prompt.txt	MONDO:0007947	0.3333333333333333	3
PMID_22541558_individual_K_1_it-prompt.txt	MONDO:0020066	0.25	4
PMID_22541558_individual_K_1_it-prompt.txt	MONDO:0019019	0.2	5
PMID_14531790_F739_individual_I_1_it-prompt.txt	MONDO:0008264	1.0	1
PMID_14531790_F739_individual_I_1_it-prompt.txt	MONDO:0008264	0.5	2
PMID_14531790_F739_individual_I_1_it-prompt.txt	MONDO:0000608	0.3333333333333333	3
STX_EG0395P_it-prompt.txt	MONDO:0010568	1.0	1
STX_EG0395P_it-prompt.txt	MONDO:0018097	0.5	2
STX_EG0395P_it-prompt.txt	MONDO:0019234	0.3333333333333333	3
STX_EG0395P_it-prompt.txt	MONDO:0012123	0.25	4
STX_EG0395P_it-prompt.txt	MONDO:0010726	0.2	5
STX_31344879_Patient4_it-prompt.txt	MONDO:0010726	1.0	1
STX_31344879_Patient4_it-prompt.txt	MONDO:0100135	0.5	2
STX_31344879_Patient4_it-prompt.txt	MONDO:0007113	0.3333333333333333	3
STX_31344879_Patient4_it-prompt.txt	MONDO:0016532	0.25	4
PMID_37167966_F4_II_1_it-prompt.txt	MONDO:0010679	1.0	1
PMID_37167966_F4_II_1_it-prompt.txt	MONDO:0010311	0.5	2
PMID_37167966_F4_II_1_it-prompt.txt	MONDO:0016971	0.3333333333333333	3
PMID_37167966_F4_II_1_it-prompt.txt	MONDO:0019950	0.25	4
STX_25693842_Patient_1_it-prompt.txt	MONDO:0100135	1.0	1
STX_25693842_Patient_1_it-prompt.txt	MONDO:0016532	0.5	2
STX_25693842_Patient_1_it-prompt.txt	MONDO:0010726	0.3333333333333333	3
STX_25693842_Patient_1_it-prompt.txt	MONDO:0001734	0.25	4
STX_25693842_Patient_1_it-prompt.txt	MONDO:0007113	0.2	5
PMID_27250695_Family_4_patient_5_it-prompt.txt	MONDO:0010726	1.0	1
PMID_27250695_Family_4_patient_5_it-prompt.txt	MONDO:0007113	0.5	2
